player_name,position,school,height,weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,year,player_id,column_a,draft_round,draft_pick,tm,hof,position_standard,first4av,age,to,ap1,pb,st,carav,drav,g,cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,tkl,def_int,sk
Marcel Jones,OT,Nebraska,6-6,320.0,5.57,27.5,13.0,95.0,8.03,5.12,2012,2012JONESMARCELNEB,2012Marcel Jones,7.0,234.0,NOR,No,T,0.0,24.0,2012.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Coryell Judie,CB,Texas A&M,6-0,194.0,4.45,37.0,,126.0,7.33,4.25,2012,2012JUDIECORYELLTEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Kaddu,OLB,Oregon,6-3,239.0,4.67,34.0,20.0,119.0,,,2012,2012KADDUJOSHORE,2012Josh Kaddu,5.0,155.0,MIA,No,LB,0.0,22.0,2014.0,0.0,0.0,0.0,0.0,0.0,6.0,,,,,,,,,,,,,,
Matt Kalil,OT,USC,6-7,306.0,4.96,27.0,30.0,,7.33,4.65,2012,2012KALILMATTUSC,2012Matt Kalil,1.0,4.0,MIN,No,T,34.0,23.0,2016.0,0.0,1.0,4.0,32.0,32.0,66.0,,,,,,,,,,,,1.0,,
Jermaine Kearse,WR,Washington,6-1,209.0,4.5,34.0,14.0,119.0,7.03,4.12,2012,2012KEARSEJERMAINEWAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Case Keenum,QB,Houston,6-1,208.0,4.72,32.5,,103.0,,,2012,2012KEENUMCASEHOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senio Kelemete,OG,Washington,6-4,307.0,5.39,25.0,21.0,101.0,7.77,4.58,2012,2012KELEMETESENIOWAS,2012Senio Kelemete,5.0,151.0,ARI,No,G,5.0,22.0,2016.0,0.0,0.0,0.0,5.0,0.0,36.0,,,,,,,,,1.0,10.0,0.0,,,
Mychal Kendricks,ILB,California,5-11,239.0,4.44,39.5,24.0,127.0,,4.19,2012,2012KENDRICKSMYCHALCAL,2012Mychal Kendricks,2.0,46.0,PHI,No,LB,25.0,22.0,2016.0,0.0,0.0,4.0,23.0,23.0,65.0,,,,,,,,,,,,285.0,3.0,12
Dre Kirkpatrick,CB,Alabama,6-2,186.0,4.5,35.0,,120.0,,,2012,2012KIRKPATRICKDREALA,2012Dre Kirkpatrick,1.0,17.0,CIN,No,DB,13.0,22.0,2016.0,0.0,0.0,1.0,12.0,12.0,60.0,,,,,,,,,,,,136.0,9.0,1
Peter Konz,C,Wisconsin,6-5,314.0,5.16,,18.0,,,,2012,2012KONZPETERWIS,2012Peter Konz,2.0,55.0,ATL,No,C,17.0,23.0,2014.0,0.0,0.0,2.0,16.0,16.0,39.0,,,,,,,,,,,,,,
Luke Kuechly,ILB,Boston Col.,6-3,242.0,4.58,38.0,27.0,123.0,6.92,4.12,2012,2012KUECHLYLUKEBOS,2012Luke Kuechly,1.0,9.0,CAR,No,LB,57.0,21.0,2016.0,3.0,3.0,5.0,53.0,53.0,71.0,,,,,,,,,,,,453.0,12.0,9
Markus Kuhn,DT,North Carolina State,6-5,299.0,4.87,34.5,28.0,112.0,7.43,4.41,2012,2012KUHNMARKUSNOR,2012Markus Kuhn,7.0,239.0,NYG,No,DT,6.0,26.0,2015.0,0.0,0.0,0.0,6.0,6.0,39.0,,,,,,,,,,,,23.0,,1.5
Ronald Leary,OG,Memphis,6-3,315.0,5.23,29.0,30.0,104.0,7.87,4.91,2012,2012LEARYRONALDMEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh LeRibeus,OG,SMU,6-3,312.0,5.31,26.0,29.0,96.0,7.64,4.65,2012,2012LERIBEUSJOSHSMU,2012Josh LeRibeus,3.0,71.0,WAS,No,G,8.0,23.0,2015.0,0.0,0.0,1.0,8.0,8.0,28.0,,,,,,,,,,,,,,
Ronnell Lewis,OLB,Oklahoma,6-2,253.0,4.65,31.0,36.0,112.0,7.09,4.4,2012,2012LEWISRONNELLOKL,2012Ronnell Lewis,4.0,125.0,DET,No,LB,0.0,22.0,2012.0,0.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,
Travis Lewis,OLB,Oklahoma,6-1,246.0,4.83,36.0,22.0,122.0,,,2012,2012LEWISTRAVISOKL,2012Travis Lewis,7.0,223.0,DET,No,LB,4.0,24.0,2015.0,0.0,0.0,0.0,4.0,4.0,42.0,,,,,,,,,,,,17.0,,1
Ryan Lindley,QB,San Diego State,6-4,229.0,4.86,29.5,,108.0,7.52,4.45,2012,2012LINDLEYRYANSAN,2012Ryan Lindley,6.0,185.0,ARI,No,QB,-4.0,23.0,2015.0,0.0,0.0,0.0,-4.0,-4.0,10.0,140.0,274.0,1372.0,3.0,11.0,4.0,7.0,0.0,,,,,,
Brandon Lindsey,OLB,Pittsburgh,6-2,254.0,4.85,33.0,23.0,117.0,7.36,4.28,2012,2012LINDSEYBRANDONPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Loiseau,ILB,Merrimack,6-0,244.0,4.74,32.5,19.0,109.0,,,2012,2012LOISEAUSHAWNMER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Looney,OG,Wake Forest,6-3,309.0,5.02,,26.0,,,,2012,2012LOONEYJOEWAK,2012Joe Looney,4.0,117.0,SFO,No,G,5.0,22.0,2016.0,0.0,0.0,0.0,5.0,3.0,38.0,,,,,,,,,,,,,,
Andrew Luck,QB,Stanford,6-4,234.0,4.59,36.0,,124.0,6.8,4.28,2012,2012LUCKANDREWSTA,2012Andrew Luck,1.0,1.0,IND,No,QB,48.0,23.0,2016.0,0.0,3.0,4.0,45.0,45.0,65.0,1460.0,2481.0,17665.0,120.0,63.0,273.0,1347.0,13.0,,,,6.0,,
D'Anton Lynn,CB,Penn State,6-0,206.0,4.71,31.5,17.0,111.0,,,2012,2012LYNND'ANTONPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrell Manning,OLB,North Carolina State,6-2,237.0,4.71,32.5,22.0,114.0,7.18,4.43,2012,2012MANNINGTERRELLNOR,2012Terrell Manning,5.0,163.0,GNB,No,LB,0.0,22.0,2014.0,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,,,,,,,,,
Brandon Marshall,OLB,Nevada,6-1,242.0,4.72,30.5,28.0,108.0,7.05,4.09,2012,2012MARSHALLBRANDONNEV,2012Brandon Marshall,5.0,142.0,JAX,No,LB,16.0,23.0,2016.0,0.0,0.0,2.0,16.0,0.0,45.0,,,,,,,,,,,,207.0,2.0,3.5
Kyle Martens,P,Rice,6-5,226.0,4.92,,,,,,2012,2012MARTENSKYLERIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Martin,RB,Boise State,5-9,223.0,4.46,36.0,28.0,120.0,6.79,4.16,2012,2012MARTINDOUGBOI,2012Doug Martin,1.0,31.0,TAM,No,RB,31.0,23.0,2016.0,1.0,2.0,3.0,30.0,30.0,53.0,,,,,,933.0,3987.0,21.0,116.0,962.0,2.0,1.0,,
Jonathan Martin,OT,Stanford,6-5,312.0,5.27,,,,,,2012,2012MARTINJONATHANSTA,2012Jonathan Martin,2.0,42.0,MIA,No,T,15.0,22.0,2014.0,0.0,0.0,2.0,14.0,10.0,38.0,,,,,,,,,,,,1.0,,
Keshawn Martin,WR,Michigan State,5-11,188.0,4.42,39.5,13.0,122.0,6.85,4.13,2012,2012MARTINKESHAWNMIC,2012Keshawn Martin,4.0,121.0,HOU,No,WR,7.0,22.0,2016.0,0.0,0.0,1.0,7.0,4.0,58.0,,,,,,5.0,59.0,0.0,62.0,685.0,5.0,1.0,,
Markelle Martin,S,Oklahoma State,6-1,207.0,4.47,,19.0,,,,2012,2012MARTINMARKELLEOKL,2012Markelle Martin,6.0,190.0,TEN,No,DB,1.0,22.0,2012.0,0.0,0.0,0.0,1.0,1.0,15.0,,,,,,,,,,,,,,
Mike Martin,DT,Michigan,6-1,306.0,4.8,33.5,36.0,113.0,7.19,4.25,2012,2012MARTINMIKEMIC,2012Mike Martin,3.0,82.0,TEN,No,DT,6.0,22.0,2015.0,0.0,0.0,0.0,6.0,6.0,46.0,,,,,,,,,,,,41.0,,4
Jonathan Massaquoi,OLB,Troy,6-2,264.0,4.81,33.5,20.0,120.0,7.38,4.53,2012,2012MASSAQUOIJONATHANTRO,2012Jonathan Massaquoi,5.0,164.0,ATL,No,DE,6.0,24.0,2014.0,0.0,0.0,0.0,6.0,6.0,39.0,,,,,,,,,,,,45.0,,6
Bobby Massie,OT,Mississippi,6-6,316.0,5.18,27.5,22.0,103.0,7.7,4.95,2012,2012MASSIEBOBBYMIS,2012Bobby Massie,4.0,112.0,ARI,No,T,22.0,23.0,2016.0,0.0,0.0,3.0,21.0,21.0,63.0,,,,,,,,,,,,1.0,,
Rishard Matthews,WR,Nevada,6-0,217.0,4.54,36.0,20.0,,6.88,4.19,2012,2012MATTHEWSRISHARDNEV,2012Rishard Matthews,7.0,227.0,MIA,No,WR,10.0,22.0,2016.0,0.0,0.0,1.0,10.0,10.0,60.0,,,,,,2.0,7.0,0.0,152.0,2001.0,14.0,7.0,,
Marquis Maze,WR,Alabama,5-8,186.0,4.51,33.5,,112.0,,,2012,2012MAZEMARQUISALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt McCants,OT,Ala-Birmingham,6-6,308.0,5.4,25.5,17.0,97.0,,,2012,2012MCCANTSMATTALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antoine McClain,OG,Clemson,6-5,329.0,5.48,27.0,19.0,91.0,8.13,4.82,2012,2012MCCLAINANTOINECLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shea McClellin,OLB,Boise State,6-3,260.0,4.62,31.5,19.0,118.0,7.07,4.33,2012,2012MCCLELLINSHEABOI,2012Shea McClellin,1.0,19.0,CHI,No,DE,14.0,23.0,2016.0,0.0,0.0,3.0,13.0,13.0,60.0,,,,,,,,,,,,105.0,,7.5
Kelcie McCray,S,Arkansas State,6-2,202.0,4.48,30.5,12.0,122.0,7.0,4.29,2012,2012MCCRAYKELCIEARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerron McMillian,S,Maine,5-11,203.0,4.47,36.5,17.0,120.0,6.69,4.22,2012,2012MCMILLIANJERRONMAI,2012Jerron McMillian,4.0,133.0,GNB,No,DB,2.0,23.0,2013.0,0.0,0.0,0.0,2.0,2.0,28.0,,,,,,,,,,,,29.0,1.0,
Marvin McNutt,WR,Iowa,6-3,216.0,4.48,37.0,,122.0,7.15,4.07,2012,2012MCNUTTMARVINIOW,2012Marvin McNutt,6.0,194.0,PHI,No,WR,0.0,23.0,2013.0,0.0,0.0,0.0,0.0,0.0,5.0,,,,,,,,,0.0,0.0,0.0,,,
Caleb McSurdy,ILB,Montana,6-1,245.0,4.82,30.0,26.0,110.0,7.26,4.28,2012,2012MCSURDYCALEBMON,2012Caleb McSurdy,7.0,222.0,DAL,No,LB,0.0,22.0,2012.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Vaughn Meatoga,DT,Hawaii,6-1,294.0,4.93,30.0,27.0,108.0,7.1,4.21,2012,2012MEATOGAVAUGHNHAW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Davin Meggett,RB,Maryland,5-8,211.0,4.5,35.0,23.0,118.0,7.14,4.32,2012,2012MEGGETTDAVINMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeQuan Menzie,CB,Alabama,5-11,202.0,4.65,33.0,,116.0,,,2012,2012MENZIEDEQUANALA,2012DeQuan Menzie,5.0,146.0,KAN,No,DB,0.0,22.0,2012.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Whitney Mercilus,DE,Illinois,6-4,261.0,4.68,32.0,27.0,118.0,7.17,4.53,2012,2012MERCILUSWHITNEYILL,2012Whitney Mercilus,1.0,26.0,HOU,No,DE,25.0,22.0,2016.0,0.0,0.0,4.0,24.0,24.0,73.0,,,,,,,,,,,,131.0,,34.5
Lamar Miller,RB,Miami (FL),5-11,212.0,4.34,33.0,,,,,2012,2012MILLERLAMARMIA,2012Lamar Miller,4.0,97.0,MIA,No,RB,25.0,21.0,2016.0,0.0,0.0,4.0,24.0,24.0,71.0,,,,,,830.0,3754.0,22.0,141.0,1020.0,4.0,3.0,,
Ryan Miller,OG,Colorado,6-7,321.0,5.16,28.0,32.0,100.0,7.72,4.78,2012,2012MILLERRYANCOL,2012Ryan Miller,5.0,160.0,CLE,No,G,0.0,23.0,2012.0,0.0,0.0,0.0,0.0,0.0,8.0,,,,,,,,,,,,,,
Chase Minnifield,CB,Virginia,5-10,183.0,4.63,,7.0,,,,2012,2012MINNIFIELDCHASEVIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Mitchell,S,Mississippi State,5-11,202.0,4.56,37.0,19.0,127.0,6.93,4.22,2012,2012MITCHELLCHARLESMIS,2012Charles Mitchell,6.0,192.0,ATL,No,DB,1.0,23.0,2012.0,0.0,0.0,0.0,1.0,1.0,10.0,,,,,,,,,,,,,,
David Molk,C,Michigan,6-1,298.0,5.18,,41.0,,,,2012,2012MOLKDAVIDMIC,2012David Molk,7.0,226.0,SDG,No,C,3.0,23.0,2015.0,0.0,0.0,0.0,3.0,1.0,20.0,,,,,,,,,,,,,,
Rennie Moore,DT,Clemson,6-3,268.0,5.0,30.5,21.0,109.0,,4.53,2012,2012MOORERENNIECLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kashif Moore,WR,Connecticut,5-9,180.0,4.36,43.5,19.0,126.0,6.82,4.05,2012,2012MOOREKASHIFCON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kellen Moore,QB,Boise State,6-0,197.0,4.82,27.0,,99.0,7.41,4.56,2012,2012MOOREKELLENBOI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred Morris,RB,Florida Atlantic,5-10,219.0,4.63,35.5,16.0,117.0,7.01,4.19,2012,2012MORRISALFREDFLO,2012Alfred Morris,6.0,173.0,WAS,No,RB,30.0,23.0,2016.0,0.0,2.0,4.0,28.0,28.0,75.0,,,,,,1138.0,4933.0,31.0,49.0,373.0,0.0,3.0,,
Brandon Mosley,OT,Auburn,6-6,314.0,5.14,27.0,30.0,103.0,7.43,4.78,2012,2012MOSLEYBRANDONAUB,2012Brandon Mosley,4.0,131.0,NYG,No,T,2.0,23.0,2014.0,0.0,0.0,0.0,2.0,2.0,22.0,,,,,,,,,,,,1.0,,
Derek Moye,WR,Penn State,6-4,209.0,4.46,33.5,10.0,115.0,,4.23,2012,2012MOYEDEREKPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Nielsen,OLB,Iowa,6-3,238.0,4.63,,21.0,,7.27,4.31,2012,2012NIELSENTYLERIOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lucas Nix,OG,Pittsburgh,6-5,317.0,5.36,29.5,,102.0,7.81,4.9,2012,2012NIXLUCASPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Norman,CB,Coastal Carolina,6-0,197.0,4.61,33.0,14.0,124.0,7.09,4.23,2012,2012NORMANJOSHCOA,2012Josh Norman,5.0,143.0,CAR,No,DB,24.0,24.0,2016.0,1.0,1.0,4.0,23.0,23.0,64.0,,,,,,,,,,,,174.0,8.0,
Brad Nortman,P,Wisconsin,6-2,213.0,4.78,,,,,,2012,2012NORTMANBRADWIS,2012Brad Nortman,6.0,207.0,CAR,No,P,8.0,23.0,2016.0,0.0,0.0,0.0,8.0,8.0,74.0,,,,,,1.0,-1.0,0.0,,,,1.0,,
Josh Oglesby,OT,Virginia Tech,6-7,338.0,5.75,28.5,22.0,,,,2012,2012OGLESBYJOSHVIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelechi Osemele,OT,Iowa State,6-5,333.0,5.22,26.5,32.0,104.0,7.91,4.87,2012,2012OSEMELEKELECHIIOW,2012Kelechi Osemele,2.0,60.0,BAL,No,T,23.0,23.0,2016.0,0.0,0.0,4.0,22.0,22.0,61.0,,,,,,,,,,,,,,
Brock Osweiler,QB,Arizona State,6-7,242.0,4.83,,,,,,2012,2012OSWEILERBROCKARI,2012Brock Osweiler,2.0,57.0,DEN,No,QB,5.0,21.0,2016.0,0.0,0.0,1.0,5.0,5.0,31.0,403.0,668.0,4187.0,23.0,16.0,61.0,139.0,1.0,1.0,-6.0,0.0,,,
Chris Owusu,WR,Stanford,6-0,196.0,4.36,40.5,19.0,129.0,6.85,4.11,2012,2012OWUSUCHRISSTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eric Page,WR,Toledo,5-9,186.0,4.5,30.0,15.0,112.0,6.95,3.98,2012,2012PAGEERICTOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donte Paige-Moss,DE,North Carolina,6-3,268.0,4.67,,26.0,,,,2012,2012PAIGE-MOSSDONTENOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Paulson,TE,Oregon,6-3,246.0,4.79,32.0,21.0,110.0,7.18,4.4,2012,2012PAULSONDAVIDORE,2012David Paulson,7.0,240.0,PIT,No,TE,1.0,23.0,2013.0,0.0,0.0,0.0,1.0,1.0,32.0,,,,,,,,,13.0,153.0,0.0,,,
Isaiah Pead,RB,Cincinnati,5-10,197.0,4.39,33.0,,116.0,6.95,4.32,2012,2012PEADISAIAHCIN,2012Isaiah Pead,2.0,50.0,STL,No,RB,1.0,22.0,2016.0,0.0,0.0,0.0,1.0,1.0,30.0,,,,,,27.0,100.0,0.0,15.0,100.0,0.0,2.0,,
Micah Pellerin,CB,Kansas State,6-0,194.0,4.52,33.0,14.0,116.0,,,2012,2012PELLERINMICAHKAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Perry,DE,USC,6-3,271.0,4.55,38.5,35.0,124.0,7.25,4.66,2012,2012PERRYNICKUSC,2012Nick Perry,1.0,28.0,GNB,No,DE,10.0,22.0,2016.0,0.0,0.0,1.0,9.0,9.0,56.0,,,,,,,,,,,,103.0,1.0,19.5
DeAngelo Peterson,TE,LSU,6-3,243.0,4.69,36.0,18.0,121.0,7.19,,2012,2012PETERSONDEANGELOLSU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernard Pierce,RB,Temple,6-0,218.0,4.45,36.5,17.0,123.0,7.07,4.28,2012,2012PIERCEBERNARDTEM,2012Bernard Pierce,3.0,84.0,BAL,No,RB,10.0,21.0,2015.0,0.0,0.0,0.0,10.0,10.0,52.0,,,,,,359.0,1345.0,5.0,32.0,171.0,0.0,2.0,,
Eddie Pleasant,S,Oregon,5-10,211.0,4.53,33.5,22.0,116.0,7.12,4.28,2012,2012PLEASANTEDDIEORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dontari Poe,DT,Memphis,6-3,346.0,4.89,29.5,44.0,105.0,7.9,4.56,2012,2012POEDONTARIMEM,2012Dontari Poe,1.0,11.0,KAN,No,DT,37.0,22.0,2016.0,0.0,2.0,5.0,35.0,35.0,72.0,,,,,,2.0,2.0,2.0,,,,147.0,,12
Chris Polk,RB,Washington,5-10,215.0,4.52,31.5,,111.0,7.13,4.21,2012,2012POLKCHRISWAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tauren Poole,RB,Tennessee,5-10,205.0,4.48,34.0,24.0,118.0,7.36,4.19,2012,2012POOLETAURENTEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeVier Posey,WR,Ohio State,6-2,211.0,4.39,36.5,14.0,123.0,7.03,4.15,2012,2012POSEYDEVIEROHI,2012DeVier Posey,3.0,68.0,HOU,No,WR,2.0,23.0,2014.0,0.0,0.0,0.0,2.0,2.0,26.0,,,,,,1.0,-3.0,0.0,22.0,272.0,0.0,,,
Nate Potter,OT,Boise State,6-6,303.0,5.26,28.5,22.0,100.0,7.49,4.67,2012,2012POTTERNATEBOI,2012Nate Potter,7.0,221.0,ARI,No,T,3.0,24.0,2013.0,0.0,0.0,0.0,3.0,3.0,21.0,,,,,,,,,,,,,,
Tydreke Powell,DT,North Carolina,6-2,311.0,5.28,28.5,29.0,99.0,7.31,4.62,2012,2012POWELLTYDREKENOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chaz Powell,CB,Penn State,6-0,203.0,4.42,33.0,17.0,121.0,6.84,4.16,2012,2012POWELLCHAZPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shawn Powell,P,Florida State,6-4,248.0,5.06,,,,,,2012,2012POWELLSHAWNFLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Prater,CB,Iowa,5-10,190.0,4.5,,14.0,,,,2012,2012PRATERSHAUNIOW,2012Shaun Prater,5.0,156.0,CIN,No,DB,2.0,22.0,2015.0,0.0,0.0,0.0,2.0,0.0,21.0,,,,,,,,,,,,7.0,1.0,
DeAndre Presley,CB,Appalachian State,5-10,185.0,4.53,32.0,8.0,114.0,7.19,4.28,2012,2012PRESLEYDEANDREAPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Provo,TE,Syracuse,6-3,237.0,4.76,,,,,,2012,2012PROVONICKSYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyhl Quarles,S,Wake Forest,6-1,213.0,4.54,32.5,19.0,119.0,7.21,4.32,2012,2012QUARLESCYHLWAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Quick,WR,Appalachian State,6-3,220.0,4.5,34.0,15.0,119.0,7.1,4.23,2012,2012QUICKBRIANAPP,2012Brian Quick,2.0,33.0,STL,No,WR,8.0,23.0,2016.0,0.0,0.0,0.0,8.0,8.0,61.0,,,,,,,,,93.0,1377.0,10.0,2.0,,
Chris Rainey,RB,Florida,5-8,180.0,4.36,36.5,16.0,120.0,6.5,3.93,2012,2012RAINEYCHRISFLO,2012Chris Rainey,5.0,159.0,PIT,No,RB,1.0,24.0,2013.0,0.0,0.0,0.0,1.0,1.0,18.0,,,,,,26.0,102.0,2.0,14.0,60.0,0.0,,,
Kheeston Randall,DT,Texas,6-5,293.0,5.0,34.0,28.0,111.0,7.49,4.84,2012,2012RANDALLKHEESTONTEX,2012Kheeston Randall,7.0,215.0,MIA,No,DT,1.0,23.0,2012.0,0.0,0.0,0.0,1.0,1.0,12.0,,,,,,,,,,,,6.0,,
Rueben Randle,WR,LSU,6-3,210.0,4.55,31.0,15.0,121.0,6.99,4.36,2012,2012RANDLERUEBENLSU,2012Rueben Randle,2.0,63.0,NYG,No,WR,22.0,21.0,2015.0,0.0,0.0,2.0,21.0,21.0,64.0,,,,,,,,,188.0,2644.0,20.0,3.0,,
Antwuan Reed,CB,Pittsburgh,5-10,188.0,4.58,36.5,14.0,124.0,,4.2,2012,2012REEDANTWUANPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riley Reiff,OT,Iowa,6-6,313.0,5.16,26.5,23.0,98.0,7.87,4.75,2012,2012REIFFRILEYIOW,2012Riley Reiff,1.0,23.0,DET,No,T,28.0,23.0,2016.0,0.0,0.0,4.0,26.0,26.0,73.0,,,,,,,,,,,,2.0,,
Beau Reliford,TE,Florida State,6-5,256.0,4.84,,,,,,2012,2012RELIFORDBEAUFLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Reyes,DT,Connecticut,6-4,299.0,4.82,34.5,36.0,113.0,7.43,4.53,2012,2012REYESKENDALLCON,2012Kendall Reyes,2.0,49.0,SDG,No,DT,23.0,23.0,2016.0,0.0,0.0,3.0,22.0,22.0,70.0,,,,,,,,,,,,89.0,1.0,13.5
Matt Reynolds,OT,BYU,6-4,302.0,5.27,,25.0,,,,2012,2012REYNOLDSMATTBYU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Richardson,S,Vanderbilt,6-2,216.0,4.43,38.5,22.0,128.0,7.01,4.44,2012,2012RICHARDSONSEANVAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Richardson,RB,Alabama,5-9,228.0,4.48,,,,,,2012,2012RICHARDSONTRENTALA,2012Trent Richardson,1.0,3.0,CLE,No,RB,18.0,22.0,2014.0,0.0,0.0,3.0,17.0,7.0,46.0,,,,,,614.0,2032.0,17.0,113.0,912.0,2.0,1.0,,
Travian Robertson,DT,South Carolina,6-4,302.0,5.12,26.0,30.0,102.0,,,2012,2012ROBERTSONTRAVIANSOU,2012Travian Robertson,7.0,249.0,ATL,No,DT,1.0,23.0,2014.0,0.0,0.0,0.0,1.0,1.0,14.0,,,,,,,,,,,,4.0,,
Gerell Robinson,WR,Arizona State,6-3,227.0,4.54,35.5,,113.0,,4.15,2012,2012ROBINSONGERELLARI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trenton Robinson,S,Michigan State,5-10,195.0,4.46,35.0,15.0,125.0,,4.15,2012,2012ROBINSONTRENTONMIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Robinson,CB,Central Florida,5-10,199.0,4.29,38.5,17.0,133.0,6.55,3.97,2012,2012ROBINSONJOSHCEN,2012Josh Robinson,3.0,66.0,MIN,No,DB,9.0,21.0,2016.0,0.0,0.0,1.0,9.0,9.0,57.0,,,,,,,,,,,,134.0,5.0,
Keenan Robinson,ILB,Texas,6-3,242.0,4.72,35.5,27.0,120.0,,,2012,2012ROBINSONKEENANTEX,2012Keenan Robinson,4.0,119.0,WAS,No,LB,13.0,23.0,2016.0,0.0,0.0,1.0,13.0,13.0,46.0,,,,,,,,,,,,140.0,2.0,1.5
James Rodgers,WR,Oregon State,5-7,184.0,4.61,37.0,19.0,115.0,,4.23,2012,2012RODGERSJAMESORE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evan Rodriguez,FB,Temple,6-1,239.0,4.53,36.0,18.0,119.0,6.94,4.28,2012,2012RODRIGUEZEVANTEM,2012Evan Rodriguez,4.0,111.0,CHI,No,TE,0.0,24.0,2014.0,0.0,0.0,0.0,0.0,0.0,20.0,,,,,,,,,4.0,21.0,0.0,2.0,,
Brett Roy,DT,Nevada,6-3,275.0,5.0,30.5,32.0,108.0,7.31,4.62,2012,2012ROYBRETTNEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zebrie Sanders,OT,Florida State,6-6,320.0,5.33,27.0,28.0,100.0,8.15,4.99,2012,2012SANDERSZEBRIEFLO,2012Zebrie Sanders,5.0,144.0,BUF,No,T,0.0,22.0,2012.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Mohamed Sanu,WR,Rutgers,6-1,211.0,4.62,36.0,19.0,126.0,6.88,4.22,2012,2012SANUMOHAMEDRUT,2012Mohamed Sanu,3.0,83.0,CIN,No,WR,19.0,23.0,2016.0,0.0,0.0,3.0,18.0,18.0,67.0,5.0,5.0,177.0,2.0,0.0,26.0,153.0,2.0,191.0,2223.0,14.0,5.0,,
Quentin Saulsberry,C,Mississippi State,6-2,304.0,5.28,22.0,26.0,90.0,8.19,4.99,2012,2012SAULSBERRYQUENTINMIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Schwartz,OT,California,6-5,318.0,5.38,26.5,23.0,89.0,7.86,4.87,2012,2012SCHWARTZMITCHELLCAL,2012Mitchell Schwartz,2.0,37.0,CLE,No,T,24.0,23.0,2016.0,0.0,0.0,5.0,22.0,22.0,74.0,,,,,,,,,0.0,0.0,0.0,,,
Darrell Scott,RB,South Florida,6-0,231.0,4.68,31.5,,,,,2012,2012SCOTTDARRELLSOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
