player_id,year,player_name,position_combine,School,height,weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,nfl_team,position_nfl_standard,draft_round
2018SaleUhat,2018,Salesi Uhatafe,OG,Utah,77,310.0,5.4,28.0,,109.0,7.7,4.9,Undrafted,Undrafted,8.0
2018MarqVald,2018,Marquez Valdes-Scantling,WR,South Florida,76,206.0,4.37,30.5,15.0,124.0,,,Undrafted,Undrafted,8.0
2018VitaVea,2018,Vita Vea,DT,Washington,76,347.0,5.1,,41.0,,,,Undrafted,Undrafted,8.0
2018AzeeVict,2018,Azeem Victor,ILB,Washington,73,240.0,4.72,32.5,19.0,115.0,7.2,4.4,Undrafted,Undrafted,8.0
2018DmonWade,2018,Dmontre Wade,CB,Murray State,72,200.0,4.57,35.5,15.0,120.0,,4.4,Undrafted,Undrafted,8.0
2018AkruWadl,2018,Akrum Wadley,RB,Iowa,70,194.0,4.54,32.0,12.0,,,,Undrafted,Undrafted,8.0
2018TreyWalk,2018,Trey Walker,S,Louisiana-Lafayette,74,200.0,4.51,33.0,14.0,119.0,7.0,4.28,Undrafted,Undrafted,8.0
2018LeviWall,2018,Levi Wallace,CB,Alabama,72,183.0,4.63,33.0,,,,,Undrafted,Undrafted,8.0
2018MarkWalt,2018,Mark Walton,RB,Miami (FL),70,202.0,4.6,31.5,18.0,118.0,,,Undrafted,Undrafted,8.0
2018DenzWard,2018,Denzel Ward,CB,Ohio State,70,183.0,4.32,39.0,16.0,136.0,,,Undrafted,Undrafted,8.0
2018FredWarn,2018,Fred Warner,OLB,BYU,75,236.0,4.64,38.5,21.0,119.0,6.9,4.28,Undrafted,Undrafted,8.0
2018ChriWarr,2018,Chris Warren,RB,Texas,74,247.0,4.69,33.0,25.0,121.0,6.98,4.18,Undrafted,Undrafted,8.0
2018JameWash,2018,James Washington,WR,Oklahoma State,71,213.0,4.54,34.5,14.0,120.0,7.11,4.32,Undrafted,Undrafted,8.0
2018ArmaWatt,2018,Armani Watts,S,Texas A&M,71,205.0,,35.0,13.0,120.0,7.25,4.37,Undrafted,Undrafted,8.0
2018JestWeah,2018,Jester Weah,WR,Pittsburgh,74,211.0,4.43,38.0,15.0,129.0,7.24,4.41,Undrafted,Undrafted,8.0
2018TobyWeat,2018,Toby Weathersby,OT,LSU,76,317.0,5.34,24.5,28.0,106.0,8.55,5.38,Undrafted,Undrafted,8.0
2018DamoWebb,2018,Damon Webb,S,Ohio State,71,195.0,4.62,,17.0,,,,Undrafted,Undrafted,8.0
2018DaviWell,2018,David Wells,TE,San Diego State,78,256.0,4.75,33.0,20.0,116.0,7.5,4.59,Undrafted,Undrafted,8.0
2018SeanWels,2018,Sean Welsh,C,Iowa,75,306.0,5.43,25.0,20.0,103.0,7.9,4.81,Undrafted,Undrafted,8.0
2018KaraWhit,2018,Karaun White,WR,West Virginia,73,206.0,4.52,33.5,24.0,118.0,7.16,4.57,Undrafted,Undrafted,8.0
2018KyziWhit,2018,Kyzir White,S,West Virginia,74,216.0,,35.5,21.0,113.0,,,Undrafted,Undrafted,8.0
2018MikeWhit,2018,Mike White,QB,Western Kentucky,77,224.0,5.09,27.0,,96.0,7.4,4.4,Undrafted,Undrafted,8.0
2018JordWhit,2018,Jordan Whitehead,S,Pittsburgh,71,195.0,,,21.0,,,,Undrafted,Undrafted,8.0
2018JojoWick,2018,Jojo Wicker,DE,Arizona State,75,296.0,5.16,30.0,25.0,105.0,,,Undrafted,Undrafted,8.0
2018JakeWien,2018,Jake Wieneke,WR,South Dakota State,76,221.0,4.67,34.0,9.0,114.0,7.24,4.37,Undrafted,Undrafted,8.0
2018JordWilk,2018,Jordan Wilkins,RB,Mississippi,73,216.0,,36.0,16.0,117.0,,4.27,Undrafted,Undrafted,8.0
2018ConnWill,2018,Connor Williams,OT,Texas,77,296.0,5.05,34.0,26.0,112.0,7.83,4.63,Undrafted,Undrafted,8.0
2018DarrWill,2018,Darrel Williams,RB,LSU,72,225.0,4.72,32.0,22.0,109.0,,4.21,Undrafted,Undrafted,8.0
2018EddyWils,2018,Eddy Wilson,DT,Purdue,76,301.0,5.37,,26.0,96.0,,,Undrafted,Undrafted,8.0
2018CedrWils,2018,Cedrick Wilson,WR,Boise State,74,197.0,4.55,37.0,9.0,121.0,6.89,4.23,Undrafted,Undrafted,8.0
2018JeffWils,2018,Jeff Wilson,RB,North Texas,71,210.0,,,15.0,,,,Undrafted,Undrafted,8.0
2018JavoWims,2018,Javon Wims,WR,Georgia,75,215.0,4.53,33.5,,113.0,7.0,,Undrafted,Undrafted,8.0
2018AnthWinb,2018,Anthony Winbush,EDGE,Ball State,73,249.0,,,25.0,110.0,,,Undrafted,Undrafted,8.0
2018LogaWood,2018,Logan Woodside,QB,Toledo,73,213.0,4.79,31.5,,103.0,6.94,4.15,Undrafted,Undrafted,8.0
2018ChriWorl,2018,Chris Worley,ILB,Ohio State,74,238.0,4.86,29.5,15.0,,,,Undrafted,Undrafted,8.0
2018IsaaYiad,2018,Isaac Yiadom,CB,Boston Col.,73,190.0,4.52,,8.0,120.0,,4.18,Undrafted,Undrafted,8.0
2018KennYoun,2018,Kenny Young,ILB,UCLA,73,236.0,4.6,36.0,23.0,117.0,7.38,4.48,Undrafted,Undrafted,8.0
2018TrevYoun,2018,Trevon Young,EDGE,Louisville,76,258.0,4.78,33.0,25.0,114.0,6.99,4.4,Undrafted,Undrafted,8.0
2019JohnAbra,2019,Johnathan Abram,S,Mississippi State,71,205.0,4.45,,,116.0,,,Undrafted,Undrafted,8.0
2019PaulAdam,2019,Paul Adams,OT,Missouri,78,317.0,5.18,27.0,16.0,103.0,7.68,4.74,Undrafted,Undrafted,8.0
2019AzeeAl-S,2019,Azeez Al-Shaair,LB,Florida Atlantic,73,234.0,,,16.0,,,,Undrafted,Undrafted,8.0
2019OtarAlak,2019,Otaro Alaka,LB,Texas A&M,75,239.0,4.82,36.0,20.0,131.0,,,Undrafted,Undrafted,8.0
2019DakoAlle,2019,Dakota Allen,LB,Texas Tech,73,232.0,4.77,31.5,23.0,116.0,6.88,4.04,Undrafted,Undrafted,8.0
2019JoshAlle,2019,Josh Allen,EDGE,Kentucky,77,262.0,4.63,,28.0,118.0,7.15,4.23,Undrafted,Undrafted,8.0
2019ZachAlle,2019,Zach Allen,DL,Boston Col.,76,281.0,5.0,32.0,24.0,112.0,7.34,4.36,Undrafted,Undrafted,8.0
2019BrysAlle,2019,Bryson Allen-Williams,LB,South Carolina,73,236.0,4.88,,14.0,,7.4,,Undrafted,Undrafted,8.0
2019JeffAlli,2019,Jeff Allison,LB,Fresno State,71,228.0,4.82,31.0,12.0,115.0,7.2,4.45,Undrafted,Undrafted,8.0
2019Ugo Amad,2019,Ugo Amadi,S,Oregon,69,199.0,4.51,32.5,18.0,115.0,7.21,4.19,Undrafted,Undrafted,8.0
2019RodnAnde,2019,Rodney Anderson,RB,Oklahoma,72,224.0,,,25.0,,,,Undrafted,Undrafted,8.0
2019RyquArms,2019,Ryquell Armstead,RB,Temple,71,220.0,4.45,30.0,22.0,114.0,7.02,4.29,Undrafted,Undrafted,8.0
2019BlesAust,2019,Blessuan Austin,CB,Rutgers,73,198.0,,,15.0,,,,Undrafted,Undrafted,8.0
2019JakeBail,2019,Jake Bailey,P,Stanford,73,200.0,4.72,33.0,,117.0,,,Undrafted,Undrafted,8.0
2019ZackBail,2019,Zack Bailey,OL,South Carolina,77,299.0,,28.0,24.0,103.0,,,Undrafted,Undrafted,8.0
2019DerrBait,2019,Derrick Baity,CB,Kentucky,74,197.0,,38.5,10.0,127.0,7.06,4.31,Undrafted,Undrafted,8.0
2019DeanBake,2019,Deandre Baker,CB,Georgia,71,193.0,4.52,,14.0,118.0,,,Undrafted,Undrafted,8.0
2019CoreBall,2019,Corey Ballentine,CB,Washburn,71,196.0,4.47,39.5,15.0,135.0,6.82,4.14,Undrafted,Undrafted,8.0
2019Ben Bano,2019,Ben Banogu,EDGE,TCU,75,250.0,4.62,40.0,23.0,134.0,7.02,4.27,Undrafted,Undrafted,8.0
2019AlexBarn,2019,Alex Barnes,RB,Kansas State,72,226.0,4.59,38.5,34.0,126.0,6.95,4.1,Undrafted,Undrafted,8.0
2019CodyBart,2019,Cody Barton,LB,Utah,74,237.0,4.64,32.5,30.0,116.0,6.9,4.03,Undrafted,Undrafted,8.0
2019JackBart,2019,Jackson Barton,OT,Utah,79,310.0,5.18,27.0,25.0,109.0,7.85,4.66,Undrafted,Undrafted,8.0
2019RyanBate,2019,Ryan Bates,OL,Penn State,76,306.0,5.09,27.0,28.0,102.0,7.45,4.53,Undrafted,Undrafted,8.0
2019JohnBatt,2019,John Battle,S,LSU,72,201.0,4.67,29.5,,120.0,7.09,4.33,Undrafted,Undrafted,8.0
2019TerrBeck,2019,Terry Beckner,DL,Missouri,76,296.0,5.19,24.5,28.0,98.0,7.97,4.82,Undrafted,Undrafted,8.0
2019MikeBell,2019,Mike Bell,S,Fresno State,75,210.0,4.83,30.0,10.0,118.0,7.1,4.46,Undrafted,Undrafted,8.0
2019BeauBenz,2019,Beau Benzschawel,OL,Wisconsin,78,309.0,5.24,,20.0,,,,Undrafted,Undrafted,8.0
2019MarqBlai,2019,Marquise Blair,S,Utah,73,195.0,4.48,35.0,,125.0,,,Undrafted,Undrafted,8.0
2019KendBlan,2019,Kendall Blanton,TE,Missouri,78,262.0,4.95,31.0,22.0,113.0,7.37,4.42,Undrafted,Undrafted,8.0
2019NickBosa,2019,Nick Bosa,DL,Ohio State,76,266.0,4.79,33.5,29.0,116.0,7.1,4.14,Undrafted,Undrafted,8.0
2019KrisBoyd,2019,Kris Boyd,CB,Texas,71,201.0,4.45,36.5,19.0,127.0,6.94,4.08,Undrafted,Undrafted,8.0
2019MileBoyk,2019,Miles Boykin,WR,Notre Dame,76,220.0,4.42,43.5,12.0,140.0,6.77,4.07,Undrafted,Undrafted,8.0
2019GarrBrad,2019,Garrett Bradbury,OL,North Carolina State,75,306.0,4.92,31.0,34.0,104.0,7.41,4.53,Undrafted,Undrafted,8.0
2019TyreBrad,2019,Tyre Brady,WR,Marshall,75,211.0,,32.0,12.0,117.0,,4.25,Undrafted,Undrafted,8.0
2019JordBrai,2019,Jordan Brailford,EDGE,Oklahoma State,75,252.0,4.65,37.5,22.0,126.0,,,Undrafted,Undrafted,8.0
2019NickBros,2019,Nick Brossette,RB,LSU,71,209.0,4.72,35.5,15.0,118.0,7.38,4.44,Undrafted,Undrafted,8.0
2019JordBrow,2019,Jordan Brown,CB,South Dakota State,72,201.0,4.51,39.5,13.0,128.0,,,Undrafted,Undrafted,8.0
2019A.J.Brow,2019,A.J. Brown,WR,Mississippi,72,226.0,4.49,36.5,19.0,120.0,,,Undrafted,Undrafted,8.0
2019BlacBrow,2019,Blace Brown,CB,Troy,72,194.0,4.75,,14.0,126.0,7.33,4.22,Undrafted,Undrafted,8.0
2019KeenBrow,2019,Keenen Brown,TE,Texas State,74,250.0,4.75,33.0,17.0,117.0,7.27,4.51,Undrafted,Undrafted,8.0
2019JakeBrow,2019,Jake Browning,QB,Washington,74,211.0,4.74,29.0,,112.0,7.19,4.44,Undrafted,Undrafted,8.0
2019IsaiBugg,2019,Isaiah Buggs,DL,Alabama,75,306.0,5.15,24.5,20.0,96.0,8.01,4.83,Undrafted,Undrafted,8.0
2019SeanBunt,2019,Sean Bunting,CB,Central Michigan,72,195.0,4.42,41.5,14.0,126.0,,,Undrafted,Undrafted,8.0
2019BriaBurn,2019,Brian Burns,EDGE,Florida State,77,249.0,4.53,36.0,,129.0,7.01,,Undrafted,Undrafted,8.0
2019Ben Burr,2019,Ben Burr-Kirven,LB,Washington,72,230.0,4.56,34.5,21.0,121.0,6.85,4.09,Undrafted,Undrafted,8.0
2019DeviBush,2019,Devin Bush,LB,Michigan,71,234.0,4.43,40.5,21.0,124.0,6.93,4.23,Undrafted,Undrafted,8.0
2019EmmaButl,2019,Emmanuel Butler,WR,Northern Arizona,75,217.0,,36.0,11.0,115.0,,4.22,Undrafted,Undrafted,8.0
2019HakeButl,2019,Hakeem Butler,WR,Iowa State,77,227.0,4.48,36.0,18.0,128.0,,,Undrafted,Undrafted,8.0
2019YodnCaju,2019,Yodny Cajuste,OT,West Virginia,77,312.0,,,32.0,,,,Undrafted,Undrafted,8.0
2019DeioCalh,2019,Deion Calhoun,OL,Mississippi State,74,310.0,5.07,28.5,26.0,105.0,7.46,4.62,Undrafted,Undrafted,8.0
2019ParrCamp,2019,Parris Campbell,WR,Ohio State,72,205.0,4.31,40.0,11.0,135.0,,4.03,Undrafted,Undrafted,8.0
2019MaliCarn,2019,Malik Carney,EDGE,North Carolina,74,251.0,4.73,33.0,25.0,113.0,7.4,,Undrafted,Undrafted,8.0
2019BlakCash,2019,Blake Cashman,LB,Minnesota,73,237.0,4.5,37.5,18.0,124.0,6.95,4.12,Undrafted,Undrafted,8.0
2019HampChee,2019,Hamp Cheevers,CB,Boston Col.,69,169.0,4.52,39.0,8.0,122.0,6.96,4.25,Undrafted,Undrafted,8.0
2019DemaChri,2019,Demarcus Christmas,DL,Florida State,75,294.0,5.08,25.5,22.0,101.0,8.13,5.07,Undrafted,Undrafted,8.0
2019L.J.Coll,2019,L.J. Collier,DL,TCU,74,283.0,4.91,30.0,25.0,118.0,7.71,4.78,Undrafted,Undrafted,8.0
2019JohnComi,2019,John Cominsky,DL,Charleston,77,286.0,4.69,33.5,22.0,116.0,7.03,4.38,Undrafted,Undrafted,8.0
2019RyanConn,2019,Ryan Connelly,LB,Wisconsin,74,242.0,4.66,34.5,,118.0,7.09,4.31,Undrafted,Undrafted,8.0
2019ByroCowa,2019,Byron Cowart,DL,Maryland,75,298.0,5.16,30.0,26.0,111.0,,,Undrafted,Undrafted,8.0
2019JonaCraw,2019,Jonathan Crawford,S,Indiana,73,205.0,,31.5,16.0,115.0,,,Undrafted,Undrafted,8.0
2019XaviCraw,2019,Xavier Crawford,CB,Central Michigan,71,187.0,4.48,37.5,11.0,,,,Undrafted,Undrafted,8.0
2019MaxxCros,2019,Maxx Crosby,DL,East. Michigan,77,255.0,4.66,36.0,,122.0,6.89,4.13,Undrafted,Undrafted,8.0
2019JamaCust,2019,Jamal Custis,WR,Syracuse,76,214.0,4.5,34.5,,124.0,,,Undrafted,Undrafted,8.0
2019DennDale,2019,Dennis Daley,OT,South Carolina,77,317.0,5.23,26.5,20.0,103.0,7.95,4.92,Undrafted,Undrafted,8.0
2019DavaDavi,2019,Davante Davis,CB,Texas,74,202.0,4.57,37.0,14.0,125.0,6.76,4.15,Undrafted,Undrafted,8.0
2019DeshDavi,2019,Deshaun Davis,LB,Auburn,71,234.0,,31.0,25.0,111.0,,4.38,Undrafted,Undrafted,8.0
2019FeltDavi,2019,Felton Davis,WR,Michigan State,75,211.0,,,21.0,,,,Undrafted,Undrafted,8.0
2019JamaDavi,2019,Jamal Davis,EDGE,Akron,75,243.0,4.6,39.0,19.0,122.0,7.0,4.44,Undrafted,Undrafted,8.0
2019NateDavi,2019,Nate Davis,OL,Charlotte,75,316.0,5.23,26.0,23.0,107.0,7.94,4.83,Undrafted,Undrafted,8.0
2019RyanDavi,2019,Ryan Davis,WR,Auburn,70,189.0,,35.0,12.0,124.0,7.09,4.23,Undrafted,Undrafted,8.0
2019JameDean,2019,Jamel Dean,CB,Auburn,73,206.0,4.3,41.0,16.0,130.0,7.02,4.19,Undrafted,Undrafted,8.0
2019MichDeit,2019,Michael Deiter,OL,Wisconsin,77,309.0,5.23,28.0,21.0,105.0,7.88,4.81,Undrafted,Undrafted,8.0
2019LukaDeni,2019,Lukas Denis,S,Boston Col.,71,190.0,4.64,33.5,16.0,116.0,6.89,4.09,Undrafted,Undrafted,8.0
2019AndrDill,2019,Andre Dillard,OT,Washington State,77,315.0,4.96,29.0,24.0,118.0,7.44,4.4,Undrafted,Undrafted,8.0
2019D'CoDixo,2019,D'Cota Dixon,S,Wisconsin,70,204.0,4.81,33.5,20.0,119.0,,,Undrafted,Undrafted,8.0
2019JohnDixo,2019,Johnnie Dixon,WR,Ohio State,70,201.0,4.41,37.5,16.0,120.0,,4.43,Undrafted,Undrafted,8.0
2019TyreDods,2019,Tyrel Dodson,LB,Texas A&M,72,237.0,4.6,,24.0,118.0,,,Undrafted,Undrafted,8.0
2019KeelDoss,2019,Keelan Doss,WR,UC Davis,74,211.0,,,8.0,,,,Undrafted,Undrafted,8.0
2019AshtDuli,2019,Ashton Dulin,WR,Malone University (Ohio),73,215.0,4.43,38.0,13.0,121.0,7.0,4.22,Undrafted,Undrafted,8.0
2019JovoDura,2019,Jovon Durante,WR,Florida Atlantic,71,160.0,4.55,31.5,,120.0,7.0,4.31,Undrafted,Undrafted,8.0
2019ChumEdog,2019,Chuma Edoga,OT,USC,75,308.0,5.19,,21.0,,,,Undrafted,Undrafted,8.0
2019DaviEdwa,2019,David Edwards,OT,Wisconsin,78,308.0,5.28,25.5,,99.0,7.69,4.77,Undrafted,Undrafted,8.0
2019T.J.Edwa,2019,T.J. Edwards,LB,Wisconsin,72,230.0,,,16.0,,,,Undrafted,Undrafted,8.0
2019EmekEgbu,2019,Emeke Egbule,LB,Houston,74,245.0,4.65,33.0,20.0,119.0,7.38,4.38,Undrafted,Undrafted,8.0
2019BobbEvan,2019,Bobby Evans,OT,Oklahoma,76,312.0,5.2,,22.0,,,,Undrafted,Undrafted,8.0
2019NoahFant,2019,Noah Fant,TE,Iowa,76,249.0,4.5,39.5,20.0,127.0,6.81,4.22,Undrafted,Undrafted,8.0
2019RashFent,2019,Rashad Fenton,CB,South Carolina,71,193.0,4.52,34.0,12.0,117.0,,4.25,Undrafted,Undrafted,8.0
2019JazzFerg,2019,Jazz Ferguson,WR,Northwestern St. (LA),77,227.0,4.45,37.0,8.0,123.0,7.25,4.59,Undrafted,Undrafted,8.0
2019ClelFerr,2019,Clelin Ferrell,EDGE,Clemson,76,264.0,,,25.0,,7.26,4.4,Undrafted,Undrafted,8.0
2019MarkFiel,2019,Mark Fields,CB,Clemson,70,192.0,4.37,,18.0,,,,Undrafted,Undrafted,8.0
2019RyanFinl,2019,Ryan Finley,QB,North Carolina State,76,213.0,4.73,30.5,,116.0,7.2,4.2,Undrafted,Undrafted,8.0
2019NickFitz,2019,Nick Fitzgerald,QB,Mississippi State,77,226.0,4.64,29.5,,115.0,,,Undrafted,Undrafted,8.0
2019CodyFord,2019,Cody Ford,OT,Oklahoma,76,329.0,5.21,28.5,19.0,104.0,8.27,4.87,Undrafted,Undrafted,8.0
2019JackFox,2019,Jack Fox,P,Rice,74,213.0,4.73,27.5,,114.0,,,Undrafted,Undrafted,8.0
2019HjalFroh,2019,Hjalte Froholdt,OL,Arkansas,77,306.0,5.2,27.5,31.0,105.0,7.51,4.54,Undrafted,Undrafted,8.0
2019TravFulg,2019,Travis Fulgham,WR,Old Dominion,74,215.0,4.58,36.5,15.0,126.0,,,Undrafted,Undrafted,8.0
2019GregGain,2019,Greg Gaines,DL,Washington,73,312.0,5.16,31.0,30.0,109.0,,,Undrafted,Undrafted,8.0
2019MaliGant,2019,Malik Gant,S,Marshall,72,209.0,4.63,34.5,17.0,114.0,7.45,4.3,Undrafted,Undrafted,8.0
2019ChauGard,2019,Chauncey Gardner-Johnson,S,Florida,71,210.0,4.48,36.0,17.0,117.0,7.03,4.2,Undrafted,Undrafted,8.0
2019RashGary,2019,Rashan Gary,DL,Michigan,76,277.0,4.58,38.0,26.0,120.0,7.26,4.29,Undrafted,Undrafted,8.0
2019MyleGask,2019,Myles Gaskin,RB,Washington,69,205.0,4.58,35.5,24.0,118.0,7.19,4.27,Undrafted,Undrafted,8.0
2019ZachGent,2019,Zach Gentry,TE,Michigan,80,265.0,4.9,29.5,12.0,110.0,7.4,4.53,Undrafted,Undrafted,8.0
2019Joe Gile,2019,Joe Giles-Harris,LB,Duke,74,234.0,4.75,29.5,17.0,111.0,,,Undrafted,Undrafted,8.0
2019AndrVan,2019,Andrew Van ginkel,LB,Wisconsin,75,241.0,,38.0,17.0,123.0,6.89,4.14,Undrafted,Undrafted,8.0
2019KeviGive,2019,Kevin Givens,DL,Penn State,73,285.0,5.08,31.0,32.0,115.0,7.63,4.62,Undrafted,Undrafted,8.0
2019Dan Gods,2019,Dan Godsil,LS,Indiana,76,241.0,5.0,34.5,16.0,118.0,7.56,4.55,Undrafted,Undrafted,8.0
2019TerrGodw,2019,Terry Godwin,WR,Georgia,71,184.0,4.55,36.5,,117.0,6.96,,Undrafted,Undrafted,8.0
2019CarlGran,2019,Carl Granderson,EDGE,Wyoming,77,254.0,4.79,35.0,,119.0,7.44,4.41,Undrafted,Undrafted,8.0
2019DerwGray,2019,Derwin Gray,OT,Maryland,76,320.0,5.26,,26.0,90.0,,,Undrafted,Undrafted,8.0
2019GerrGree,2019,Gerri Green,EDGE,Mississippi State,76,252.0,4.63,35.0,24.0,114.0,7.27,4.42,Undrafted,Undrafted,8.0
2019Dre Gree,2019,Dre Greenlaw,LB,Arkansas,71,237.0,,33.0,24.0,117.0,,,Undrafted,Undrafted,8.0
2019WillGrie,2019,Will Grier,QB,West Virginia,74,217.0,4.84,34.0,,112.0,7.09,4.28,Undrafted,Undrafted,8.0
2019PortGust,2019,Porter Gustin,EDGE,USC,76,255.0,4.69,35.5,31.0,119.0,,,Undrafted,Undrafted,8.0
2019EmanHall,2019,Emanuel Hall,WR,Missouri,74,201.0,4.39,43.5,15.0,141.0,,,Undrafted,Undrafted,8.0
2019TereHall,2019,Terez Hall,LB,Missouri,73,230.0,,,20.0,,,,Undrafted,Undrafted,8.0
2019SaquHamp,2019,Saquan Hampton,S,Rutgers,73,206.0,4.48,,14.0,125.0,,,Undrafted,Undrafted,8.0
2019TerrHank,2019,Terrill Hanks,LB,New Mexico State,74,242.0,4.98,35.5,21.0,118.0,,,Undrafted,Undrafted,8.0
2019MecoHard,2019,Mecole Hardman,WR,Georgia,70,187.0,4.33,36.5,17.0,119.0,,,Undrafted,Undrafted,8.0
2019KelvHarm,2019,Kelvin Harmon,WR,North Carolina State,74,221.0,4.6,32.5,18.0,117.0,7.15,4.32,Undrafted,Undrafted,8.0
2019DamiHarr,2019,Damien Harris,RB,Alabama,70,216.0,4.57,37.0,16.0,121.0,,,Undrafted,Undrafted,8.0
2019WillHarr,2019,Will Harris,S,Boston Col.,73,207.0,4.41,36.5,20.0,123.0,6.91,4.12,Undrafted,Undrafted,8.0
2019N'KeHarr,2019,N'Keal Harry,WR,Arizona State,74,228.0,4.53,38.5,27.0,122.0,,,Undrafted,Undrafted,8.0
2019MontHart,2019,Montre Hartage,CB,Northwestern,71,190.0,4.68,34.5,9.0,123.0,6.95,4.08,Undrafted,Undrafted,8.0
2019DwayHask,2019,Dwayne Haskins,QB,Ohio State,75,231.0,5.04,28.5,,,,,Undrafted,Undrafted,8.0
2019PhilHayn,2019,Phil Haynes,OL,Wake Forest,76,322.0,5.2,31.0,33.0,108.0,7.76,4.95,Undrafted,Undrafted,8.0
2019DaniHelm,2019,Daniel Helm,TE,Duke,76,249.0,4.89,,14.0,,,,Undrafted,Undrafted,8.0
2019DarrHend,2019,Darrell Henderson,RB,Memphis,68,208.0,4.49,33.5,22.0,121.0,,,Undrafted,Undrafted,8.0
2019NateHerb,2019,Nate Herbig,OL,Stanford,75,335.0,5.41,24.0,29.0,90.0,8.15,5.04,Undrafted,Undrafted,8.0
2019KaraHigd,2019,Karan Higdon,RB,Michigan,69,206.0,4.49,34.0,21.0,123.0,,,Undrafted,Undrafted,8.0
2019JustHill,2019,Justice Hill,RB,Oklahoma State,70,198.0,4.4,40.0,21.0,130.0,,,Undrafted,Undrafted,8.0
2019TrysHill,2019,Trysten Hill,DL,Central Florida,75,308.0,5.04,35.0,28.0,115.0,7.7,4.38,Undrafted,Undrafted,8.0
2019T.J.Hock,2019,T.J. Hockenson,TE,Iowa,77,251.0,4.7,37.5,17.0,123.0,7.02,4.18,Undrafted,Undrafted,8.0
2019AlijHold,2019,Alijah Holder,CB,Stanford,73,191.0,4.6,36.0,9.0,121.0,6.7,4.15,Undrafted,Undrafted,8.0
2019JustHoll,2019,Justin Hollins,EDGE,Oregon,77,248.0,4.5,36.5,25.0,119.0,7.06,4.4,Undrafted,Undrafted,8.0
2019ElijHoly,2019,Elijah Holyfield,RB,Georgia,70,217.0,4.78,29.5,26.0,118.0,,,Undrafted,Undrafted,8.0
2019TravHome,2019,Travis Homer,RB,Miami (FL),70,201.0,4.48,39.5,17.0,130.0,7.07,4.31,Undrafted,Undrafted,8.0
2019AmanHook,2019,Amani Hooker,S,Iowa,71,210.0,4.48,37.0,14.0,123.0,6.81,4.1,Undrafted,Undrafted,8.0
2019TytuHowa,2019,Tytus Howard,OT,Alabama State,77,322.0,5.05,29.5,21.0,103.0,8.34,4.87,Undrafted,Undrafted,8.0
2019AlbeHugg,2019,Albert Huggins,DL,Clemson,75,305.0,5.12,25.5,35.0,101.0,7.84,4.84,Undrafted,Undrafted,8.0
2019Lil'Hump,2019,Lil'Jordan Humphrey,WR,Texas,76,210.0,4.75,33.5,13.0,119.0,7.09,4.29,Undrafted,Undrafted,8.0
2019JaleHurd,2019,Jalen Hurd,WR,Baylor,77,226.0,,,23.0,,,,Undrafted,Undrafted,8.0
2019MitcHyat,2019,Mitch Hyatt,OT,Clemson,77,303.0,,25.5,28.0,102.0,7.72,4.52,Undrafted,Undrafted,8.0
2019AlecIngo,2019,Alec Ingold,FB,Wisconsin,73,242.0,4.89,34.0,16.0,116.0,7.35,4.32,Undrafted,Undrafted,8.0
2019AndyIsab,2019,Andy Isabella,WR,Massachusetts,69,188.0,4.31,36.5,15.0,121.0,6.95,4.15,Undrafted,Undrafted,8.0
2019Joe Jack,2019,Joe Jackson,DL,Miami (FL),76,275.0,,27.0,22.0,109.0,,,Undrafted,Undrafted,8.0
2019MikeJack,2019,Mike Jackson,CB,Miami (FL),73,210.0,4.45,40.5,13.0,130.0,7.12,4.12,Undrafted,Undrafted,8.0
2019TyreJack,2019,Tyree Jackson,QB,Buffalo,79,249.0,4.59,34.5,,120.0,7.09,4.28,Undrafted,Undrafted,8.0
2019AndrJame,2019,Andre James,OT,UCLA,76,299.0,5.32,29.0,21.0,105.0,8.0,4.84,Undrafted,Undrafted,8.0
2019CeceJeff,2019,Cece Jefferson,EDGE,Florida,73,266.0,5.02,30.5,17.0,108.0,7.5,4.53,Undrafted,Undrafted,8.0
2019JaleJelk,2019,Jalen Jelks,EDGE,Oregon,77,256.0,4.92,32.5,19.0,113.0,7.22,4.59,Undrafted,Undrafted,8.0
2019ElgtJenk,2019,Elgton Jenkins,OL,Mississippi State,76,310.0,,28.0,29.0,109.0,7.77,4.62,Undrafted,Undrafted,8.0
2019GaryJenn,2019,Gary Jennings,WR,West Virginia,73,214.0,4.42,37.0,20.0,127.0,7.32,4.15,Undrafted,Undrafted,8.0
2019DevoJohn,2019,Devon Johnson,OT,Ferris State,79,338.0,5.16,27.5,26.0,89.0,8.34,5.28,Undrafted,Undrafted,8.0
2019AnthJohn,2019,Anthony Johnson,WR,Buffalo,74,209.0,,32.5,18.0,122.0,7.12,,Undrafted,Undrafted,8.0
2019DarrJohn,2019,Darryl Johnson,EDGE,North Carolina A&T,78,253.0,,,20.0,,,,Undrafted,Undrafted,8.0
2019DionJohn,2019,Diontae Johnson,WR,Toledo,70,183.0,4.53,33.5,15.0,123.0,7.09,4.45,Undrafted,Undrafted,8.0
2019GaryJohn,2019,Gary Johnson,LB,Texas,72,226.0,4.43,33.5,16.0,121.0,7.15,4.57,Undrafted,Undrafted,8.0
2019IsaiJohn,2019,Isaiah Johnson,CB,Houston,74,208.0,4.4,36.5,,133.0,6.81,4.06,Undrafted,Undrafted,8.0
