player_name,position,school,height,weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,year,player_id,draft_round,draft_pick,ht,bench_press_score,broad_jump_score,forty_yard_score,shuttle_run_score,three_cone_score,vertical_leap_score,combine_score,draft_pick_flag
Bryan Kehl,OLB,BYU,6 ft 2 in,242.0,4.67,34.0,26.0,119.0,6.88,4.23,2008,2008KEHLBRYANBYU,4.0,123.0,74,4.0,3.0,3.0,3.0,4.0,2.0,19.0,1
Brandon Keith,OT,New Mexico,6 ft 5 in,343.0,5.27,26.0,31.0,100.0,7.9350000000000005,4.79,2008,2008KEITHBRANDONNEW,8.0,999.0,77,4.0,0.0,2.0,0.0,0.0,1.0,7.0,0
Sam Keller,QB,Nebraska,6 ft 4 in,241.0,4.99,24.0,18.0,107.0,7.07,4.35,2008,2008KELLERSAMNEB,8.0,999.0,76,0.0,2.0,1.0,2.0,3.0,1.0,9.0,0
Dustin Keller,TE,Purdue,6 ft 2 in,242.0,4.53,38.0,26.0,131.0,6.88,4.14,2008,2008KELLERDUSTINPUR,1.0,30.0,74,4.0,4.0,4.0,4.0,4.0,4.0,24.0,1
Malcolm Kelly,WR,Oklahoma,6 ft 4 in,224.0,4.68,36.0,15.0,121.0,6.92,4.18,2008,2008KELLYMALCOLMOKL,2.0,51.0,76,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Dennis Keyes,S,UCLA,6 ft 1 in,205.0,4.59,30.5,15.0,112.0,7.25,4.41,2008,2008KEYESDENNISUCL,8.0,999.0,73,2.0,1.0,2.0,1.0,1.0,1.0,8.0,0
Justin King,CB,Penn State,5 ft 11 in,192.0,4.31,34.0,14.0,127.0,7.14,4.31,2008,2008KINGJUSTINPEN,4.0,101.0,71,2.0,4.0,4.0,1.0,1.0,2.0,14.0,1
Kendall Langford,DE,Kansas State,6 ft 5 in,287.0,4.95,27.0,24.0,114.0,7.72,4.69,2008,2008LANGFORDKENDALLKAN,8.0,999.0,77,3.0,3.0,1.0,1.0,1.0,1.0,10.0,0
Spencer Larsen,ILB,Arizona,6 ft 2 in,238.0,4.85,28.5,27.0,113.0,7.68,4.55,2008,2008LARSENSPENCERARI,6.0,183.0,74,4.0,2.0,1.0,1.0,1.0,1.0,10.0,1
Andrew Larson,P,California,6 ft 0 in,202.0,4.94,28.0,12.0,109.5,7.16,4.32,2008,2008LARSONANDREWCAL,8.0,999.0,72,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Trevor Laws,DT,Notre Dame,6 ft 1 in,304.0,5.09,30.5,35.0,103.0,7.37,4.49,2008,2008LAWSTREVORNOT,2.0,47.0,73,4.0,2.0,2.0,4.0,4.0,3.0,19.0,1
Pat Lee,CB,Colorado,6 ft 0 in,200.0,4.41,31.0,15.0,120.0,7.07,4.3,2008,2008LEEPATCOL,8.0,999.0,72,3.0,2.0,4.0,1.0,2.0,1.0,13.0,0
Jeremy Leman,ILB,Illinois,6 ft 2 in,245.0,4.82,33.0,26.0,114.0,7.27,4.34,2008,2008LEMANJEREMYILL,8.0,999.0,74,4.0,0.0,2.0,0.0,0.0,0.0,6.0,0
Kory Lichtensteiger,C,Bowling Green,6 ft 2 in,298.0,5.25,23.0,27.0,104.0,7.6,4.56,2008,2008LICHTENSTEIGERKORYBOW,4.0,108.0,74,0.0,3.0,2.0,3.0,3.0,1.0,12.0,1
Rafael Little,RB,Kentucky,5 ft 9 in,194.0,4.52,34.0,8.0,116.0,7.09,4.27,2008,2008LITTLERAFAELKEN,8.0,999.0,69,1.0,0.0,3.0,0.0,0.0,0.0,4.0,0
Curtis Lofton,ILB,Oklahoma,6 ft 0 in,246.0,4.79,24.5,23.0,105.0,7.69,4.56,2008,2008LOFTONCURTISOKL,2.0,37.0,72,3.0,1.0,2.0,1.0,1.0,1.0,9.0,1
Chris Long,DE,Virginia,6 ft 3 in,272.0,4.75,34.0,24.0,124.0,7.02,4.21,2008,2008LONGCHRISVIR,1.0,2.0,75,0.0,4.0,3.0,4.0,4.0,3.0,18.0,1
Jake Long,OT,Michigan,6 ft 7 in,313.0,5.22,27.5,37.0,102.0,7.44,4.73,2008,2008LONGJAKEMIC,1.0,1.0,79,4.0,3.0,3.0,3.0,4.0,2.0,19.0,1
Dwight Lowery,CB,San Jose State,5 ft 11 in,201.0,4.54,33.5,16.0,116.0,7.31,4.38,2008,2008LOWERYDWIGHTSAN,4.0,113.0,71,3.0,1.0,2.0,1.0,1.0,1.0,9.0,1
Kregg Lumpkin,RB,Georgia,5 ft 11 in,226.0,4.68,28.0,22.0,111.0,7.09,4.27,2008,2008LUMPKINKREGGGEO,8.0,999.0,71,3.0,1.0,1.0,0.0,0.0,1.0,6.0,0
Mario Manningham,WR,Michigan,6 ft 0 in,181.0,4.59,32.0,16.0,117.0,7.34,4.27,2008,2008MANNINGHAMMARIOMIC,3.0,95.0,72,3.0,2.0,1.0,2.0,1.0,1.0,10.0,1
Durell Mapp,OLB,North Carolina,6 ft 1 in,227.0,4.71,34.0,27.0,115.0,7.165,4.31,2008,2008MAPPDURELLNOR,8.0,999.0,73,4.0,0.0,2.0,0.0,0.0,0.0,6.0,0
Bryan Mattison,DE,Iowa,6 ft 3 in,290.0,5.05,24.5,26.0,112.0,7.61,4.7,2008,2008MATTISONBRYANIOW,8.0,999.0,75,3.0,2.0,1.0,1.0,1.0,1.0,9.0,0
Jerod Mayo,ILB,Tennessee,6 ft 1 in,242.0,4.54,32.0,23.0,114.0,7.31,4.29,2008,2008MAYOJERODTEN,1.0,10.0,73,0.0,3.0,4.0,3.0,2.0,2.0,14.0,1
Shaheer McBride,WR,Delaware State,6 ft 1 in,205.0,4.61,29.0,14.0,112.0,7.12,4.48,2008,2008MCBRIDESHAHEERDEL,8.0,999.0,73,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0
Jameel McClain,ILB,Syracuse,6 ft 1 in,249.0,4.74,26.0,24.0,110.0,7.12,4.31,2008,2008MCCLAINJAMEELSYR,8.0,999.0,73,3.0,1.0,3.0,2.0,3.0,1.0,13.0,0
James McClinton,DT,Kansas,6 ft 0 in,293.0,5.47,21.5,23.0,97.0,7.5,4.73,2008,2008MCCLINTONJAMESKAN,8.0,999.0,72,1.0,1.0,1.0,2.0,3.0,1.0,9.0,0
Chris McDuffie,OG,Clemson,6 ft 4 in,330.0,5.3,27.0,29.0,98.0,8.07,4.84,2008,2008MCDUFFIECHRISCLE,8.0,999.0,76,4.0,0.0,3.0,0.0,0.0,0.0,7.0,0
Darren McFadden,RB,Arkansas,6 ft 1 in,211.0,4.33,33.0,20.0,128.0,7.0,4.2,2008,2008MCFADDENDARRENARK,1.0,4.0,73,0.0,4.0,4.0,0.0,0.0,2.0,10.0,1
Mike McGlynn,OG,Pittsburgh,6 ft 4 in,311.0,5.38,23.0,30.0,101.0,7.58,4.72,2008,2008MCGLYNNMIKEPIT,4.0,109.0,76,4.0,3.0,2.0,3.0,4.0,1.0,17.0,1
Leodis McKelvin,CB,Troy,5 ft 10 in,190.0,4.38,33.5,17.0,121.0,7.06,4.1,2008,2008MCKELVINLEODISTRO,1.0,11.0,70,4.0,3.0,4.0,3.0,2.0,1.0,17.0,1
Justin McKinney,CB,Kansas State,5 ft 9 in,188.0,4.53,29.5,11.0,109.0,6.97,4.2,2008,2008MCKINNEYJUSTINKAN,8.0,999.0,69,1.0,1.0,2.0,0.0,0.0,1.0,5.0,0
Kalvin McRae,RB,Ohio,5 ft 9 in,203.0,4.69,25.5,19.0,109.0,7.09,4.27,2008,2008MCRAEKALVINOHI,8.0,999.0,69,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0
Taylor Mehlhaff,K,Wisconsin,5 ft 10 in,183.0,4.92,33.5,13.0,116.0,7.16,4.32,2008,2008MEHLHAFFTAYLORWIS,6.0,178.0,70,2.0,0.0,3.0,0.0,0.0,0.0,5.0,1
Rashard Mendenhall,RB,Illinois,5 ft 10 in,225.0,4.41,33.5,26.0,117.0,7.0,4.18,2008,2008MENDENHALLRASHARDILL,1.0,23.0,70,4.0,2.0,4.0,3.0,0.0,2.0,15.0,1
Phillip Merling,DE,Clemson,6 ft 4 in,276.0,4.73,33.5,17.0,115.0,7.245,4.4,2008,2008MERLINGPHILLIPCLE,2.0,32.0,76,1.0,0.0,4.0,0.0,0.0,0.0,5.0,1
Ben Moffitt,ILB,South Florida,6 ft 1 in,234.0,4.58,32.5,23.0,123.0,6.75,4.21,2008,2008MOFFITTBENSOU,8.0,999.0,73,3.0,4.0,4.0,3.0,4.0,2.0,20.0,0
Antwaun Molden,CB,East. Kentucky,6 ft 1 in,198.0,4.39,37.5,23.0,129.0,6.85,4.14,2008,2008MOLDENANTWAUNEAS,3.0,79.0,73,4.0,4.0,4.0,3.0,3.0,3.0,21.0,1
Marcus Monk,WR,Arkansas,6 ft 4 in,222.0,4.56,34.5,9.0,119.0,7.08,4.3,2008,2008MONKMARCUSARK,7.0,248.0,76,1.0,2.0,2.0,2.0,2.0,2.0,11.0,1
Dre Moore,DT,Maryland,6 ft 4 in,305.0,4.84,28.0,31.0,105.0,7.73,4.55,2008,2008MOOREDREMAR,4.0,115.0,76,4.0,3.0,4.0,3.0,2.0,2.0,18.0,1
Evan Moore,TE,Stanford,6 ft 6 in,233.0,4.74,27.0,16.0,110.0,7.08,4.43,2008,2008MOOREEVANSTA,8.0,999.0,78,1.0,1.0,3.0,2.0,3.0,1.0,11.0,0
Kenneth Moore,WR,Wake Forest,5 ft 11 in,195.0,4.47,28.0,14.0,120.0,7.09,4.3,2008,2008MOOREKENNETHWAK,8.0,999.0,71,0.0,3.0,3.0,2.0,2.0,1.0,11.0,0
Anthony Morelli,QB,Penn State,6 ft 4 in,231.0,5.07,26.5,16.0,108.0,7.43,4.6,2008,2008MORELLIANTHONYPEN,8.0,999.0,76,1.0,2.0,1.0,1.0,1.0,1.0,7.0,0
DaJuan Morgan,S,North Carolina State,6 ft 0 in,205.0,4.5,33.0,21.0,119.0,7.12,4.41,2008,2008MORGANDAJUANNOR,3.0,82.0,72,4.0,2.0,4.0,1.0,2.0,1.0,14.0,1
Josh Morgan,WR,Virginia Tech,6 ft 0 in,219.0,4.46,36.0,15.0,121.0,6.92,4.18,2008,2008MORGANJOSHVIR,6.0,174.0,72,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1
Bernard Morris,QB,Marshall,6 ft 3 in,223.0,4.68,24.5,18.0,109.0,7.175,4.36,2008,2008MORRISBERNARDMAR,8.0,999.0,75,2.0,2.0,4.0,0.0,0.0,1.0,9.0,0
Shawn Murphy,OG,Utah State,6 ft 4 in,320.0,5.38,21.5,29.0,100.0,7.74,4.89,2008,2008MURPHYSHAWNUTA,4.0,110.0,76,4.0,3.0,2.0,2.0,3.0,1.0,15.0,1
Jordy Nelson,WR,Kansas State,6 ft 3 in,217.0,4.51,31.0,15.0,123.0,7.03,4.35,2008,2008NELSONJORDYKAN,2.0,36.0,75,0.0,4.0,3.0,1.0,2.0,1.0,11.0,1
Carl Nicks,OT,Nebraska,6 ft 5 in,341.0,5.22,25.5,31.0,109.0,7.91,4.68,2008,2008NICKSCARLNEB,5.0,164.0,77,4.0,4.0,3.0,3.0,2.0,1.0,17.0,1
Kevin O'Connell,QB,San Diego State,6 ft 5 in,225.0,4.61,31.0,22.0,113.0,7.01,4.38,2008,2008O'CONNELLKEVINSAN,3.0,94.0,77,0.0,3.0,4.0,2.0,3.0,3.0,15.0,1
Steve Octavien,OLB,Nebraska,6 ft 0 in,238.0,4.67,29.5,26.0,118.0,7.165,4.31,2008,2008OCTAVIENSTEVENEB,8.0,999.0,72,4.0,3.0,3.0,0.0,0.0,1.0,11.0,0
Frank Okam,DT,Texas,6 ft 4 in,347.0,5.32,23.0,32.0,104.0,8.07,4.95,2008,2008OKAMFRANKTEX,5.0,151.0,76,4.0,2.0,1.0,1.0,1.0,1.0,10.0,1
Adamm Oliver,DE,Georgia Tech,6 ft 4 in,268.0,4.84,32.0,29.0,112.0,7.46,4.47,2008,2008OLIVERADAMMGEO,8.0,999.0,76,4.0,0.0,2.0,0.0,0.0,0.0,6.0,0
Xavier Omon,RB,Northwest Missouri State,5 ft 11 in,228.0,4.52,31.0,17.0,112.0,7.09,4.27,2008,2008OMONXAVIERNOR,8.0,999.0,71,2.0,1.0,3.0,0.0,0.0,1.0,7.0,0
Chase Ortiz,DE,TCU,6 ft 2 in,249.0,4.9,29.5,24.0,108.0,7.03,4.23,2008,2008ORTIZCHASETCU,8.0,999.0,74,3.0,1.0,2.0,4.0,4.0,1.0,15.0,0
T.C. Ostrander,QB,Stanford,6 ft 2 in,227.0,4.92,30.5,18.0,109.0,7.175,4.36,2008,2008OSTRANDERT.C.STA,8.0,999.0,74,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Jeff Otah,OT,Pittsburgh,6 ft 6 in,322.0,5.55,22.5,27.0,102.0,7.8,4.71,2008,2008OTAHJEFFPIT,1.0,19.0,78,3.0,3.0,1.0,0.0,0.0,1.0,8.0,1
D.J. Parker,S,Virginia Tech,5 ft 11 in,192.0,4.59,29.0,19.0,111.0,6.94,4.44,2008,2008PARKERD.J.VIR,8.0,999.0,71,3.0,1.0,2.0,1.0,3.0,1.0,11.0,0
Jalen Parmele,RB,Toledo,5 ft 11 in,224.0,4.47,34.0,19.0,125.0,6.96,4.29,2008,2008PARMELEJALENTOL,6.0,176.0,71,3.0,4.0,4.0,2.0,3.0,2.0,18.0,1
Allen Patrick,RB,Oklahoma,6 ft 1 in,198.0,4.55,35.0,20.0,119.0,7.0,4.2,2008,2008PATRICKALLENOKL,7.0,240.0,73,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1
Brian Paysinger,WR,Oregon,6 ft 2 in,206.0,4.55,35.0,14.0,119.0,7.03,4.23,2008,2008PAYSINGERBRIANORE,8.0,999.0,74,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Kenny Phillips,S,Miami (FL),6 ft 2 in,212.0,4.48,32.5,19.0,121.0,6.97,4.27,2008,2008PHILLIPSKENNYMIA,1.0,31.0,74,3.0,3.0,4.0,2.0,3.0,1.0,16.0,1
Billy Pittman,WR,Texas,5 ft 11 in,189.0,4.7,32.5,12.0,114.0,7.04,4.4,2008,2008PITTMANBILLYTEX,8.0,999.0,71,2.0,1.0,1.0,1.0,2.0,1.0,8.0,0
Mike Pollak,C,Arizona State,6 ft 3 in,301.0,4.99,25.0,29.0,110.0,7.49,4.47,2008,2008POLLAKMIKEARI,2.0,59.0,75,3.0,4.0,4.0,4.0,4.0,1.0,20.0,1
Tyler Polumbus,OT,Colorado,6 ft 7 in,312.0,5.3,26.0,24.0,112.0,7.71,4.86,2008,2008POLUMBUSTYLERCOL,8.0,999.0,79,3.0,4.0,2.0,2.0,3.0,1.0,15.0,0
Tracy Porter,CB,Indiana,5 ft 11 in,188.0,4.37,34.0,18.0,123.0,7.2,4.07,2008,2008PORTERTRACYIND,2.0,40.0,71,4.0,3.0,4.0,3.0,1.0,2.0,17.0,1
Carlton Powell,DT,Virginia Tech,6 ft 2 in,292.0,5.1,22.5,23.0,108.0,7.78,4.87,2008,2008POWELLCARLTONVIR,5.0,148.0,74,1.0,3.0,2.0,1.0,2.0,1.0,10.0,1
DeMario Pressley,DT,North Carolina State,6 ft 3 in,301.0,5.09,25.5,28.0,100.0,7.675,4.61,2008,2008PRESSLEYDEMARIONOR,5.0,144.0,75,3.0,1.0,2.0,0.0,0.0,1.0,7.0,1
Maurice Purify,WR,Nebraska,6 ft 3 in,224.0,4.5,28.5,14.0,117.0,6.95,4.29,2008,2008PURIFYMAURICENEB,8.0,999.0,75,0.0,2.0,3.0,2.0,3.0,1.0,11.0,0
Chilo Rachal,OG,USC,6 ft 5 in,315.0,5.16,25.5,28.0,108.0,8.01,5.14,2008,2008RACHALCHILOUSC,2.0,39.0,77,3.0,4.0,4.0,1.0,2.0,2.0,16.0,1
Drew Radovich,OG,USC,6 ft 4 in,301.0,5.33,23.0,21.0,108.0,7.47,4.53,2008,2008RADOVICHDREWUSC,8.0,999.0,76,1.0,4.0,2.0,4.0,4.0,1.0,16.0,0
Tim Reyer,P,Kansas State,5 ft 11 in,205.0,5.05,28.0,12.0,109.5,7.16,4.32,2008,2008REYERTIMKAN,8.0,999.0,71,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0
Darius Reynaud,WR,West Virginia,5 ft 9 in,201.0,4.48,34.5,20.0,130.0,6.88,4.32,2008,2008REYNAUDDARIUSWES,8.0,999.0,69,4.0,4.0,3.0,1.0,3.0,2.0,17.0,0
Ray Rice,RB,Rutgers,5 ft 8 in,199.0,4.42,31.5,23.0,119.0,6.65,4.2,2008,2008RICERAYRUT,2.0,55.0,68,4.0,3.0,4.0,3.0,4.0,1.0,19.0,1
Jamey Richard,C,Buffalo,6 ft 5 in,295.0,5.22,26.5,22.0,107.0,7.58,4.69,2008,2008RICHARDJAMEYBUF,7.0,236.0,77,1.0,4.0,3.0,2.0,3.0,2.0,15.0,1
Matterral Richardson,CB,Arkansas,5 ft 11 in,194.0,4.64,35.5,14.0,114.0,7.01,4.36,2008,2008RICHARDSONMATTERRALARK,8.0,999.0,71,2.0,1.0,1.0,1.0,2.0,0.0,7.0,0
Barry Richardson,OT,Clemson,6 ft 7 in,320.0,5.45,25.5,24.0,100.0,8.0,5.16,2008,2008RICHARDSONBARRYCLE,6.0,170.0,79,3.0,2.0,1.0,1.0,2.0,1.0,10.0,1
Chad Rinehart,OG,New Mexico,6 ft 5 in,320.0,5.42,28.5,26.0,106.0,7.84,4.56,2008,2008RINEHARTCHADNEW,8.0,999.0,77,3.0,4.0,2.0,4.0,3.0,3.0,19.0,0
Jason Rivers,WR,Hawaii,6 ft 1 in,200.0,4.59,30.0,14.0,118.0,7.03,4.32,2008,2008RIVERSJASONHAW,8.0,999.0,73,0.0,2.0,1.0,1.0,2.0,1.0,7.0,0
Keith Rivers,OLB,USC,6 ft 2 in,241.0,4.54,34.5,24.0,118.0,7.09,4.28,2008,2008RIVERSKEITHUSC,1.0,9.0,74,3.0,0.0,4.0,0.0,0.0,0.0,7.0,1
David Roach,S,TCU,6 ft 0 in,210.0,4.53,38.0,16.0,123.0,6.88,4.15,2008,2008ROACHDAVIDTCU,8.0,999.0,72,2.0,3.0,3.0,3.0,4.0,4.0,19.0,0
Darrell Robertson,DE,Georgia Tech,6 ft 4 in,255.0,4.76,32.0,23.0,112.0,7.46,4.47,2008,2008ROBERTSONDARRELLGEO,8.0,999.0,76,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0
Kevin Robinson,WR,Utah State,5 ft 11 in,202.0,4.69,27.5,15.0,115.0,7.31,4.77,2008,2008ROBINSONKEVINUTA,6.0,182.0,71,0.0,1.0,1.0,1.0,1.0,1.0,5.0,1
William Robinson,OT,San Diego State,6 ft 5 in,297.0,5.23,19.5,22.0,100.0,7.9350000000000005,4.79,2008,2008ROBINSONWILLIAMSAN,8.0,999.0,77,2.0,0.0,3.0,0.0,0.0,1.0,6.0,0
Dominique Rodgers-Cromartie,CB,Tennessee State,6 ft 1 in,184.0,4.29,38.5,17.0,131.0,6.74,4.17,2008,2008RODGERS-CROMARTIEDOMINIQUETEN,1.0,16.0,73,4.0,4.0,4.0,2.0,4.0,4.0,22.0,1
Eddie Royal,WR,Virginia Tech,5 ft 10 in,184.0,4.39,36.0,24.0,124.0,7.07,4.34,2008,2008ROYALEDDIEVIR,2.0,42.0,70,4.0,4.0,4.0,1.0,2.0,3.0,18.0,1
Ahtyba Rubin,DT,Iowa State,6 ft 3 in,315.0,5.2,28.0,35.0,106.0,8.05,5.0,2008,2008RUBINAHTYBAIOW,6.0,190.0,75,4.0,3.0,1.0,1.0,1.0,2.0,12.0,1
Martin Rucker,TE,Missouri,6 ft 5 in,251.0,4.75,33.5,20.0,115.0,7.12,4.34,2008,2008RUCKERMARTINMIS,4.0,111.0,77,3.0,0.0,3.0,0.0,0.0,0.0,6.0,1
Matt Ryan,QB,Boston Col.,6 ft 5 in,228.0,4.89,31.5,22.0,110.0,7.4,4.51,2008,2008RYANMATTBOS,1.0,3.0,77,0.0,0.0,2.0,1.0,1.0,0.0,4.0,1
Lorne Sam,WR,Texas-El Paso,6 ft 2 in,220.0,4.59,33.0,23.0,122.0,7.11,4.35,2008,2008SAMLORNETEX,8.0,999.0,74,4.0,3.0,1.0,1.0,1.0,1.0,11.0,0
Tom Santi,TE,Virginia,6 ft 3 in,250.0,4.8,36.0,14.0,121.0,7.08,4.27,2008,2008SANTITOMVIR,6.0,196.0,75,1.0,4.0,2.0,3.0,3.0,4.0,17.0,1
Dantrell Savage,RB,Oklahoma State,5 ft 8 in,187.0,4.53,32.5,13.0,117.0,7.09,4.27,2008,2008SAVAGEDANTRELLOKL,8.0,999.0,68,1.0,2.0,3.0,0.0,0.0,2.0,8.0,0
Orlando Scandrick,CB,Boise State,5 ft 10 in,192.0,4.32,33.5,15.0,125.0,6.83,4.14,2008,2008SCANDRICKORLANDOBOI,5.0,143.0,70,0.0,4.0,4.0,0.0,3.0,1.0,12.0,1
Owen Schmitt,FB,West Virginia,6 ft 2 in,247.0,4.73,32.5,26.0,114.0,7.2,4.325,2008,2008SCHMITTOWENWES,5.0,163.0,74,4.0,0.0,3.0,0.0,0.0,0.0,7.0,1
Tyler Schmitt,LS,San Diego State,6 ft 2 in,231.0,4.93,29.0,21.0,118.0,7.03,4.33,2008,2008SCHMITTTYLERSAN,6.0,189.0,74,4.0,4.0,3.0,4.0,4.0,3.0,22.0,1
Roy Schuening,OG,Oregon State,6 ft 4 in,306.0,5.29,25.0,26.0,101.0,7.825,4.72,2008,2008SCHUENINGROYORE,5.0,157.0,76,3.0,0.0,3.0,0.0,0.0,1.0,7.0,1
Geoff Schwartz,OT,Oregon,6 ft 6 in,332.0,5.36,20.5,25.0,98.0,7.9,4.79,2008,2008SCHWARTZGEOFFORE,7.0,241.0,78,0.0,2.0,2.0,2.0,2.0,1.0,9.0,1
Alexis Serna,K,Oregon State,5 ft 6 in,170.0,4.62,33.5,14.0,115.0,7.16,4.32,2008,2008SERNAALEXISORE,8.0,999.0,66,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0
Glenn Sharpe,CB,Miami (FL),6 ft 0 in,184.0,4.52,37.0,15.0,120.0,6.97,4.2,2008,2008SHARPEGLENNMIA,8.0,999.0,72,3.0,0.0,2.0,0.0,0.0,3.0,8.0,0
Arman Shields,WR,Richmond,6 ft 1 in,194.0,4.37,37.5,19.0,128.0,6.67,3.96,2008,2008SHIELDSARMANRIC,4.0,125.0,73,4.0,4.0,4.0,4.0,4.0,4.0,24.0,1
Jamie Silva,S,Boston Col.,5 ft 11 in,204.0,4.78,31.5,16.0,112.0,7.06,4.21,2008,2008SILVAJAMIEBOS,8.0,999.0,71,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0
Chad Simpson,RB,South Florida,5 ft 9 in,216.0,4.4,32.5,19.0,124.0,7.09,4.27,2008,2008SIMPSONCHADSOU,8.0,999.0,69,0.0,4.0,4.0,0.0,0.0,2.0,10.0,0
Jerome Simpson,WR,Coastal Carolina,6 ft 2 in,199.0,4.42,37.5,15.0,136.0,7.08,4.52,2008,2008SIMPSONJEROMECOA,2.0,46.0,74,0.0,4.0,4.0,1.0,2.0,4.0,15.0,1
Pat Sims,DT,Auburn,6 ft 2 in,310.0,5.06,27.0,20.0,105.0,7.675,4.61,2008,2008SIMSPATAUB,3.0,77.0,74,1.0,0.0,3.0,0.0,0.0,1.0,5.0,1
Steve Slaton,RB,West Virginia,5 ft 9 in,197.0,4.45,33.5,19.0,118.0,7.0,4.2,2008,2008SLATONSTEVEWES,3.0,89.0,69,3.0,3.0,4.0,0.0,0.0,2.0,12.0,1
Dorian Smith,DE,Oregon State,6 ft 1 in,264.0,5.06,27.5,24.0,105.0,7.52,4.73,2008,2008SMITHDORIANORE,8.0,999.0,73,3.0,1.0,1.0,1.0,2.0,1.0,9.0,0
Paul Smith,QB,Tulsa,6 ft 1 in,208.0,4.95,26.5,18.0,111.0,7.02,4.29,2008,2008SMITHPAULTUL,8.0,999.0,73,0.0,3.0,1.0,3.0,3.0,1.0,11.0,0
Bryan Smith,OLB,McNeese State,6 ft 2 in,231.0,4.74,32.5,17.0,120.0,7.22,4.4,2008,2008SMITHBRYANMCN,3.0,80.0,74,1.0,3.0,2.0,1.0,2.0,2.0,11.0,1
Kevin Smith,RB,Central Florida,6 ft 1 in,217.0,4.53,32.0,20.0,120.0,6.74,4.49,2008,2008SMITHKEVINCEN,3.0,64.0,73,0.0,3.0,3.0,1.0,4.0,1.0,12.0,1
Marcus Smith,WR,New Mexico,6 ft 1 in,221.0,4.51,26.5,20.0,111.0,7.1,4.42,2008,2008SMITHMARCUSNEW,4.0,106.0,73,4.0,1.0,3.0,1.0,2.0,1.0,12.0,1
Reggie Smith,CB,Oklahoma,6 ft 0 in,199.0,4.61,36.0,13.0,122.0,6.9,4.14,2008,2008SMITHREGGIEOKL,3.0,75.0,72,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1
Taj Smith,WR,Syracuse,6 ft 0 in,187.0,4.59,35.0,14.0,119.0,7.15,4.5,2008,2008SMITHTAJSYR,8.0,999.0,72,0.0,2.0,1.0,1.0,1.0,2.0,7.0,0
Pedro Sosa,OT,Rutgers,6 ft 4 in,300.0,5.29,27.5,19.0,100.0,7.9350000000000005,4.79,2008,2008SOSAPEDRORUT,8.0,999.0,76,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0
Matt Spanos,C,USC,6 ft 5 in,317.0,5.47,22.5,26.0,104.0,7.9,4.92,2008,2008SPANOSMATTUSC,8.0,999.0,77,0.0,3.0,1.0,1.0,2.0,1.0,8.0,0
Craig Steltz,S,LSU,6 ft 1 in,213.0,4.63,36.0,17.0,121.0,6.96,4.17,2008,2008STELTZCRAIGLSU,4.0,120.0,73,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
Craig Stevens,TE,California,6 ft 3 in,254.0,4.59,27.5,27.0,114.0,7.07,4.31,2008,2008STEVENSCRAIGCAL,3.0,85.0,75,4.0,3.0,4.0,3.0,3.0,1.0,18.0,1
Carl Stewart,FB,Auburn,6 ft 1 in,230.0,4.66,39.0,30.0,134.0,7.12,4.5,2008,2008STEWARTCARLAUB,8.0,999.0,73,4.0,4.0,3.0,1.0,3.0,4.0,19.0,0
Jonathan Stewart,RB,Oregon,5 ft 10 in,235.0,4.46,36.5,28.0,128.0,7.0,4.2,2008,2008STEWARTJONATHANORE,1.0,13.0,70,4.0,4.0,4.0,0.0,0.0,4.0,16.0,1
Darrell Strong,TE,Pittsburgh,6 ft 4 in,268.0,4.78,25.0,17.0,110.0,6.86,4.36,2008,2008STRONGDARRELLPIT,8.0,999.0,76,1.0,1.0,3.0,3.0,4.0,1.0,13.0,0
John Sullivan,C,Notre Dame,6 ft 3 in,301.0,5.35,30.0,21.0,103.0,7.62,4.55,2008,2008SULLIVANJOHNNOT,6.0,187.0,75,1.0,3.0,1.0,3.0,3.0,3.0,14.0,1
Brandon Sumrall,CB,Southern Miss,5 ft 10 in,195.0,4.6,30.5,14.0,123.0,6.76,4.1,2008,2008SUMRALLBRANDONSOU,8.0,999.0,70,0.0,3.0,1.0,3.0,4.0,1.0,12.0,0
Limas Sweed,WR,Texas,6 ft 4 in,215.0,4.48,35.0,15.0,121.0,6.92,4.18,2008,2008SWEEDLIMASTEX,2.0,53.0,76,0.0,0.0,3.0,0.0,0.0,2.0,5.0,1
Adam Tafralis,QB,San Jose State,6 ft 1 in,221.0,4.78,32.0,18.0,108.0,7.14,4.33,2008,2008TAFRALISADAMSAN,8.0,999.0,73,0.0,2.0,3.0,3.0,2.0,3.0,13.0,0
