player_id,year,player_name,position_combine,School,height,weight,forty_yard,vertical_leap,bench_press,broad_jump,three_cone,shuttle_run,nfl_team,position_nfl,position_nfl_standard,IF_DRAFTED,draft_round,draft_pick
2018QuadHend,2018,Quadree Henderson,WR,Pittsburgh,5 ft 8 in,192,4.5,32.5,12,120,6.89,4.28,,,,0,,
2018ZaycHend,2018,Zaycoven Henderson,DT,Texas A&M,6 ft 0 in,298,5.16,29.5,20,105,7.33,4.58,,,,0,,
2018WillHern,2018,Will Hernandez,OG,Texas-El Paso,6 ft 2 in,327,5.15,24,37,104,7.59,4.7,,,,0,,
2018ChriHern,2018,Chris Herndon,TE,Miami (FL),6 ft 4 in,253,,,21,,,,,,,0,,
2018KyleHick,2018,Kyle Hicks,RB,TCU,5 ft 10 in,204,4.63,36.5,13,122,,,,,,0,,
2018B.J.Hill,2018,B.J. Hill,DT,North Carolina State,6 ft 4 in,311,4.99,26.5,35,101,7.28,4.53,,,,0,,
2018HoltHill,2018,Holton Hill,CB,Texas,6 ft 3 in,200,4.49,31,14,120,6.83,4.15,,,,0,,
2018NyheHine,2018,Nyheim Hines,RB,North Carolina State,5 ft 8 in,198,4.38,35.5,,119,7.18,4.35,,,,0,,
2018JeffHoll,2018,Jeff Holland,EDGE,Auburn,6 ft 2 in,249,4.79,,,116,,,,,,0,,
2018JalyHolm,2018,Jalyn Holmes,DE,Ohio State,6 ft 5 in,283,4.82,32,25,,,,,,,0,,
2018Sam Hubb,2018,Sam Hubbard,DE,Ohio State,6 ft 5 in,270,,35,,116,6.84,4.32,,,,0,,
2018MikeHugh,2018,Mike Hughes,CB,Central Florida,5 ft 11 in,191,4.53,35.5,20,127,6.7,4.13,,,,0,,
2018HaydHurs,2018,Hayden Hurst,TE,South Carolina,6 ft 4 in,250,4.67,31.5,,120,7.19,4.37,,,,0,,
2018MaurHurs,2018,Maurice Hurst,DT,Michigan,6 ft 2 in,292,,,,,,,,,,0,,
2018GodwIgwe,2018,Godwin Igwebuike,S,Northwestern,6 ft 0 in,205,4.44,35.5,19,128,6.56,4.12,,,,0,,
2018DarrCarr,2018,Darren Carrington II,WR,Utah,6 ft 2 in,199,,36,,120,,,,,,0,,
2018JoelIyie,2018,Joel Iyiegbuniwe,LB,Western Kentucky,6 ft 1 in,229,4.6,35,19,117,7.06,4.28,,,,0,,
2018RyanIzzo,2018,Ryan Izzo,TE,Florida State,6 ft 5 in,256,4.94,33,18,110,7.15,4.43,,,,0,,
2018DariJack,2018,Darius Jackson,EDGE,Jacksonville State,6 ft 3 in,242,4.87,26.5,21,113,7.52,,,,,0,,
2018DontJack,2018,Donte Jackson,CB,LSU,5 ft 11 in,175,4.32,,7,124,,,,,,0,,
2018J.C.Jack,2018,J.C. Jackson,CB,Maryland,5 ft 11 in,193,4.46,35.5,14,120,,,,,,0,,
2018JoshJack,2018,Josh Jackson,CB,Iowa,6 ft 1 in,192,4.56,38,18,123,6.86,4.03,,,,0,,
2018JustJack,2018,Justin Jackson,RB,Northwestern,6 ft 0 in,199,4.52,38.5,13,122,6.81,4.07,,,,0,,
2018LamaJack,2018,Lamar Jackson,QB,Louisville,6 ft 2 in,216,,,,,,,,,,0,,
2018LeonJaco,2018,Leon Jacobs,EDGE,Wisconsin,6 ft 3 in,246,4.48,34.5,26,122,7.14,4.44,,,,0,,
2018NatrJame,2018,Natrell Jamerson,S,Wisconsin,6 ft 0 in,198,4.4,35.5,25,120,,,,,,0,,
2018DerwJame,2018,Derwin James,S,Florida State,6 ft 3 in,215,4.47,40,21,132,,,,,,0,,
2018RichJame,2018,Richie James,WR,Middle Tennessee State,5 ft 10 in,183,4.48,35.5,6,122,6.87,4.16,,,,0,,
2018MaliJeff,2018,Malik Jefferson,OLB,Texas,6 ft 3 in,236,4.52,36,27,125,,,,,,0,,
2018JoseJewe,2018,Josey Jewell,ILB,Iowa,6 ft 1 in,234,4.82,33,18,117,6.8,4.27,,,,0,,
2018DannJohn,2018,Danny Johnson,CB,Southern,5 ft 10 in,185,4.44,35,15,123,,,,,,0,,
2018KerrJohn,2018,Kerryon Johnson,RB,Auburn,5 ft 11 in,213,,40,11,126,7.07,4.29,,,,0,,
2018TaroJohn,2018,Taron Johnson,CB,Weber State,6 ft 0 in,180,4.5,33,17,118,7.03,4.28,,,,0,,
2018ChriJone,2018,Chris Jones,CB,Nebraska,6 ft 0 in,195,4.57,,14,,,,,,,0,,
2018JamaJone,2018,Jamarco Jones,OT,Ohio State,6 ft 4 in,299,5.5,24,,102,8.32,4.99,,,,0,,
2018JustJone,2018,Justin Jones,DT,North Carolina State,6 ft 2 in,309,5.09,29,24,104,7.82,4.74,,,,0,,
2018RonaJone,2018,Ronald Jones,RB,USC,5 ft 11 in,205,4.65,36.5,,,,,,,,0,,
2018Sam Jone,2018,Sam Jones,OG,Arizona State,6 ft 5 in,305,5.32,27,28,101,7.92,4.86,,,,0,,
2018JaryJone,2018,Jaryd Jones-Smith,OT,Pittsburgh,6 ft 6 in,317,5.22,27,16,109,8.1,4.94,,,,0,,
2018MichJose,2018,Michael Joseph,CB,Dubuque,6 ft 1 in,181,,34,17,,6.89,4.2,,,,0,,
2018PeteKala,2018,Peter Kalambayi,EDGE,Stanford,6 ft 3 in,252,4.57,34,19,121,7.13,4.36,,,,0,,
2018JoshKalu,2018,Joshua Kalu,S,Nebraska,6 ft 1 in,195,4.58,41.5,17,134,,,,,,0,,
2018JohnKell,2018,John Kelly,RB,Tennessee,5 ft 10 in,216,,35,15,120,7.13,4.51,,,,0,,
2018KameKell,2018,Kameron Kelly,S,San Diego State,6 ft 2 in,200,4.66,33,9,120,6.94,4.28,,,,0,,
2018ArdeKey,2018,Arden Key,EDGE,LSU,6 ft 6 in,238,,31,,117,7.16,4.25,,,,0,,
2018JamaKing,2018,Jamarcus King,CB,South Carolina,6 ft 1 in,186,4.7,,,,,,,,,0,,
2018ChriKirk,2018,Christian Kirk,WR,Texas A&M,5 ft 10 in,201,4.47,35.5,20,115,7.09,4.45,,,,0,,
2018MicaKise,2018,Micah Kiser,ILB,Virginia,6 ft 2 in,238,4.66,35.5,,121,7.05,4.24,,,,0,,
2018ChriLacy,2018,Chris Lacy,WR,Oklahoma State,6 ft 3 in,205,4.51,33.5,11,120,,,,,,0,,
2018HaroLand,2018,Harold Landry,EDGE,Boston Col.,6 ft 3 in,252,4.64,36,24,119,6.88,4.19,,,,0,,
2018JordLasl,2018,Jordan Lasley,WR,UCLA,6 ft 1 in,203,4.5,34.5,8,112,,4.19,,,,0,,
2018KyleLaul,2018,Kyle Lauletta,QB,Richmond,6 ft 3 in,222,4.81,31,,113,6.95,4.07,,,,0,,
2018AlleLaza,2018,Allen Lazard,WR,Iowa State,6 ft 5 in,227,4.55,38,17,122,,,,,,0,,
2018TannLee,2018,Tanner Lee,QB,Nebraska,6 ft 4 in,218,4.98,32,,115,7,4.41,,,,0,,
2018DariLeon,2018,Darius Leonard,OLB,South Carolina State,6 ft 2 in,234,4.7,,17,,,,,,,0,,
2018RickLeon,2018,Rick Leonard,OT,Florida State,6 ft 7 in,311,,,19,,,,,,,0,,
2018TyquLewi,2018,Tyquan Lewis,EDGE,Ohio State,6 ft 3 in,265,,35.5,,122,,,,,,0,,
2018ChasLitt,2018,Chase Litton,QB,Marshall,6 ft 5 in,230,4.9,29.5,,106,7.49,4.53,,,,0,,
2018JameLoon,2018,James Looney,DE,California,6 ft 3 in,287,4.89,35.5,28,113,7.32,4.37,,,,0,,
2018LoweLotu,2018,Lowell Lotulelei,DT,Utah,6 ft 2 in,315,,,28,,,,,,,0,,
2018AvonMadd,2018,Avonte Maddox,CB,Pittsburgh,5 ft 9 in,180,4.39,37,13,125,6.51,4,,,,0,,
2018ColeMadi,2018,Cole Madison,OL,Washington State,6 ft 5 in,308,5.33,28.5,26,97,7.86,4.88,,,,0,,
2018K.J.Malo,2018,K.J. Malone,OG,LSU,6 ft 4 in,303,5.34,29.5,15,103,,,,,,0,,
2018TavaMart,2018,Tavares Martin,WR,Washington State,6 ft 1 in,177,4.8,31.5,,,,,,,,0,,
2018HercMata,2018,Hercules Mata'afa,EDGE,Washington State,6 ft 1 in,254,4.76,31.5,26,108,7.24,4.37,,,,0,,
2018BakeMayf,2018,Baker Mayfield,QB,Oklahoma,6 ft 1 in,215,4.84,29,,111,7,4.28,,,,0,,
2018Ray-McCl,2018,Ray-ray McCloud,WR,Clemson,5 ft 9 in,190,4.53,34.5,13,113,,,,,,0,,
2018MikeMcCr,2018,Mike McCray,ILB,Michigan,6 ft 4 in,243,4.76,31.5,16,119,7.09,4.25,,,,0,,
2018Kc MMcDe,2018,Kc McDermott,OG,Miami (FL),6 ft 6 in,311,5.35,23.5,26,97,7.72,4.82,,,,0,,
2018TarvMcFa,2018,Tarvarus McFadden,CB,Florida State,6 ft 2 in,198,4.67,38.5,,121,,,,,,0,,
2018MikeMcGl,2018,Mike McGlinchey,OT,Notre Dame,6 ft 8 in,309,,28.5,24,105,,,,,,0,,
2018R.J.McIn,2018,R.J. McIntosh,DT,Miami (FL),6 ft 4 in,286,,,,,,,,,,0,,
2018KahlMcKe,2018,Kahlil McKenzie,DT,Tennessee,6 ft 5 in,314,5.15,29.5,26,105,7.94,4.68,,,,0,,
2018QuenMeek,2018,Quenton Meeks,DB,Stanford,6 ft 2 in,205,,39,11,128,6.72,4.23,,,,0,,
2018SonyMich,2018,Sony Michel,RB,Georgia,5 ft 11 in,214,4.54,,22,,,4.21,,,,0,,
2018AnthMill,2018,Anthony Miller,WR,Memphis,5 ft 11 in,201,,,22,,,,,,,0,,
2018KoltMill,2018,Kolton Miller,OT,UCLA,6 ft 9 in,309,4.95,31.5,24,121,7.34,4.49,,,,0,,
2018StevMitc,2018,Steven Mitchell,WR,USC,5 ft 10 in,189,4.56,32.5,13,121,6.75,4.4,,,,0,,
2018JmonMoor,2018,Jmon Moore,WR,Missouri,6 ft 3 in,207,4.6,38,21,120,6.56,4.04,,,,0,,
2018D.J.Moor,2018,D.J. Moore,WR,Maryland,6 ft 0 in,210,4.42,39.5,15,132,6.95,4.07,,,,0,,
2018KamrMoor,2018,Kamrin Moore,CB,Boston Col.,5 ft 11 in,200,,,,,,,,,,0,,
2018SkaiMoor,2018,Skai Moore,OLB,South Carolina,6 ft 2 in,226,4.73,36,,117,,,,,,0,,
2018RyanNall,2018,Ryan Nall,RB,Oregon State,6 ft 2 in,232,4.58,33,15,122,6.95,4.16,,,,0,,
2018SiraNeal,2018,Siran Neal,S,Jacksonville State,6 ft 0 in,199,4.56,40.5,17,122,7,4.28,,,,0,,
2018NickNels,2018,Nick Nelson,CB,Wisconsin,5 ft 11 in,208,4.52,,17,123,,,,,,0,,
2018QuenNels,2018,Quenton Nelson,OG,Notre Dame,6 ft 5 in,325,,26.5,35,105,7.65,4.62,,,,0,,
2018BilaNich,2018,Bilal Nichols,DT,Delaware,6 ft 4 in,306,4.95,,29,,,,,,,0,,
2018ParrNick,2018,Parry Nickerson,CB,Tulane,6 ft 0 in,180,4.32,,15,,,,,,,0,,
2018DerrNnad,2018,Derrick Nnadi,DT,Florida State,6 ft 1 in,317,5.38,27,25,96,8.15,5.02,,,,0,,
2018KendNort,2018,Kendrick Norton,DT,Miami (FL),6 ft 3 in,314,5.25,,30,,,,,,,0,,
2018JoseNote,2018,Joseph Noteboom,OT,TCU,6 ft 5 in,309,4.96,24,27,102,7.65,4.44,,,,0,,
2018UcheNwos,2018,Uchenna Nwosu,EDGE,USC,6 ft 3 in,251,4.65,32,20,119,,,,,,0,,
2018DoriO'da,2018,Dorian O'daniel,OLB,Clemson,6 ft 1 in,223,4.61,32,21,119,6.64,4.07,,,,0,,
2018BriaO'ne,2018,Brian O'neill,OT,Pittsburgh,6 ft 7 in,297,4.82,29.5,22,107,7.14,4.5,,,,0,,
2018ChukOkor,2018,Chukwuma Okorafor,OT,West. Michigan,6 ft 6 in,320,5.31,23.5,19,102,7.87,4.8,,,,0,,
2018OgboOkor,2018,Ogbonnia Okoronkwo,EDGE,Oklahoma,6 ft 1 in,253,4.77,38,27,121,,,,,,0,,
2018IsaiOliv,2018,Isaiah Oliver,CB,Colorado,6 ft 1 in,190,4.5,,,,,,,,,0,,
2018BranPark,2018,Brandon Parker,OT,North Carolina A&T,6 ft 8 in,305,5.4,28.5,,113,7.82,4.68,,,,0,,
2018TimoParr,2018,Timon Parris,OT,Stony Brook,6 ft 6 in,312,,,27,,,,,,,0,,
2018DaroPayn,2018,Daron Payne,DT,Alabama,6 ft 2 in,311,4.95,28.5,27,107,7.58,4.71,,,,0,,
2018RashPenn,2018,Rashaad Penny,RB,San Diego State,5 ft 11 in,220,4.46,32.5,13,120,,,,,,0,,
2018KamrPett,2018,Kamryn Pettway,RB,Auburn,6 ft 0 in,233,4.74,33.5,22,116,,,,,,0,,
2018SkylPhil,2018,Skyler Phillips,OG,Idaho State,6 ft 3 in,318,5.1,29,,104,7.95,4.69,,,,0,,
2018Cam Phil,2018,Cam Phillips,WR,Virginia Tech,6 ft 0 in,201,,,,,,,,,,0,,
2018DariPhil,2018,Darius Phillips,CB,West. Michigan,5 ft 10 in,190,4.54,,,,,,,,,0,,
2018HarrPhil,2018,Harrison Phillips,DT,Stanford,6 ft 4 in,307,5.21,32,42,103,7.28,4.5,,,,0,,
2018EddyPine,2018,Eddy Pineiro,K,Florida,6 ft 0 in,185,,,,,,,,,,0,,
2018BillPric,2018,Billy Price,C,Ohio State,6 ft 4 in,305,,,,,,,,,,0,,
2018ByroPrin,2018,Byron Pringle,WR,Kansas State,6 ft 1 in,203,4.46,33.5,15,120,6.87,4.4,,,,0,,
2018JacoPugh,2018,Jacob Pugh,OLB,Florida State,6 ft 4 in,246,4.65,38.5,,122,,,,,,0,,
2018ScotQues,2018,Scott Quessenberry,C,UCLA,6 ft 4 in,310,5.09,33.5,25,111,7.5,4.69,,,,0,,
2018TreyQuin,2018,Trey Quinn,WR,SMU,5 ft 11 in,203,4.55,33.5,17,116,6.91,4.19,,,,0,,
2018FranRagn,2018,Frank Ragnow,C,Arkansas,6 ft 5 in,312,,,26,,,,,,,0,,
2018MartRank,2018,Martinas Rankin,OL,Mississippi State,6 ft 4 in,308,,,24,,,,,,,0,,
2018Max Redf,2018,Max Redfield,S,Indiana (PA),6 ft 1 in,205,4.69,,15,,,,,,,0,,
2018D.J.Reed,2018,D.J. Reed,CB,Kansas State,5 ft 9 in,188,4.51,36.5,11,,,,,,,0,,
2018JustReid,2018,Justin Reid,S,Stanford,6 ft 1 in,204,4.4,36.5,16,128,6.65,4.15,,,,0,,
2018DemaRich,2018,Demario Richard,RB,Arizona State,5 ft 9 in,218,4.7,29.5,12,115,,,,,,0,,
2018WillRich,2018,Will Richardson,OT,North Carolina State,6 ft 6 in,306,5.26,31.5,,108,7.8,4.83,,,,0,,
2018CalvRidl,2018,Calvin Ridley,WR,Alabama,6 ft 0 in,189,4.43,31,15,110,6.88,4.41,,,,0,,
2018StepRobe,2018,Stephen Roberts,S,Auburn,5 ft 11 in,189,4.53,34,,121,,,,,,0,,
2018KoreRobe,2018,Korey Robertson,WR,Southern Miss,6 ft 1 in,212,4.56,34,13,123,,,,,,0,,
2018JavoRoll,2018,Javon Rolland-Jones,EDGE,Arkansas State,6 ft 2 in,253,4.88,,23,,,,,,,0,,
2018JoshRose,2018,Josh Rosen,QB,UCLA,6 ft 4 in,226,4.92,31,,111,7.09,4.28,,,,0,,
2018OlubRoti,2018,Olubunmi Rotimi,DE,Old Dominion,6 ft 4 in,273,,32,21,113,7.46,4.7,,,,0,,
2018MasoRudo,2018,Mason Rudolph,QB,Oklahoma State,6 ft 5 in,235,4.9,26,,,,,,,,0,,
2018ChriSam,2018,Christian Sam,ILB,Arizona State,6 ft 2 in,244,4.75,32,28,114,7.03,4.25,,,,0,,
2018JaylSamu,2018,Jaylen Samuels,TE,North Carolina State,5 ft 11 in,225,4.54,34.5,18,121,6.93,4.28,,,,0,,
2018DomiSand,2018,Dominick Sanders,S,Georgia,6 ft 0 in,193,,,14,,,,,,,0,,
2018TegrScal,2018,Tegray Scales,ILB,Indiana,6 ft 0 in,230,4.77,,27,,,,,,,0,,
2018Bo SScar,2018,Bo Scarbrough,RB,Alabama,6 ft 1 in,228,4.52,40,14,129,,4.34,,,,0,,
2018DaltSchu,2018,Dalton Schultz,TE,Stanford,6 ft 5 in,244,4.75,32,15,120,7,4.4,,,,0,,
2018JaleScot,2018,Jaleel Scott,WR,New Mexico State,6 ft 5 in,218,4.56,34.5,16,124,7.2,4.4,,,,0,,
2018Jk SScot,2018,Jk Scott,P,Alabama,6 ft 6 in,208,4.83,30.5,,114,7.28,4.41,,,,0,,
2018DeadSena,2018,Deadrin Senat,DT,South Florida,6 ft 0 in,314,5.16,26,35,100,7.77,4.79,,,,0,,
2018GregSena,2018,Greg Senat,OT,Wagner,6 ft 6 in,302,5.38,26,19,106,7.41,4.71,,,,0,,
2018Tim Sett,2018,Tim Settle,DT,Virginia Tech,6 ft 3 in,329,5.37,23.5,,96,7.95,4.83,,,,0,,
2018ColeShel,2018,Coleman Shelton,C,Washington,6 ft 3 in,292,5.24,26.5,,110,7.62,4.59,,,,0,,
2018NathShep,2018,Nathan Shepherd,DT,Fort Hays State,6 ft 5 in,315,5.09,31,,112,7.5,4.53,,,,0,,
2018Nic Shim,2018,Nic Shimonek,QB,Texas Tech,6 ft 3 in,220,4.88,28.5,,101,7.28,4.32,,,,0,,
2018TreqSmit,2018,Trequan Smith,WR,Central Florida,6 ft 2 in,203,4.49,37.5,12,130,6.97,4.5,,,,0,,
2018AndrSmit,2018,Andre Smith,ILB,North Carolina,6 ft 0 in,237,4.63,,19,,,,,,,0,,
2018BradSmit,2018,Braden Smith,OG,Auburn,6 ft 6 in,315,5.22,33.5,35,113,,4.77,,,,0,,
2018RoquSmit,2018,Roquan Smith,OLB,Georgia,6 ft 1 in,236,4.51,,,,,,,,,0,,
2018Van Smit,2018,Van Smith,S,Clemson,5 ft 11 in,185,4.61,29.5,,,,,,,,0,,
2018DurhSmyt,2018,Durham Smythe,TE,Notre Dame,6 ft 5 in,253,4.81,31,18,110,7.17,4.23,,,,0,,
2018BreeSpea,2018,Breeland Speaks,DT,Mississippi,6 ft 3 in,283,4.87,32.5,,110,7.63,4.65,,,,0,,
2018TaylStal,2018,Taylor Stallworth,DT,South Carolina,6 ft 2 in,312,5.28,23.5,18,101,7.95,4.75,,,,0,,
2018M.J.Stew,2018,M.J. Stewart,CB,North Carolina,5 ft 11 in,200,4.54,35,18,118,6.9,4.28,,,,0,,
2018KentStre,2018,Kentavius Street,DE,North Carolina State,6 ft 2 in,280,4.87,,28,,,,,,,0,,
2018GregStro,2018,Greg Stroman,CB,Virginia Tech,6 ft 0 in,180,4.48,33.5,16,113,,4.45,,,,0,,
2018ChanSull,2018,Chandon Sullivan,CB,Georgia State,5 ft 11 in,195,4.6,40.5,15,134,,4.36,,,,0,,
2018CourSutt,2018,Courtland Sutton,WR,SMU,6 ft 3 in,218,4.54,35.5,18,124,6.57,4.11,,,,0,,
2018JoshSwea,2018,Josh Sweat,EDGE,Florida State,6 ft 4 in,251,4.53,39.5,,124,,4.28,,,,0,,
2018AudeTate,2018,Auden Tate,WR,Florida State,6 ft 5 in,228,4.68,31,,112,,,,,,0,,
2018Rod Tayl,2018,Rod Taylor,OT,Mississippi,6 ft 3 in,320,5.24,30.5,,99,,,,,,0,,
2018WyatTell,2018,Wyatt Teller,OG,Virginia Tech,6 ft 4 in,314,5.24,29,30,114,7.45,4.84,,,,0,,
2018JordThom,2018,Jordan Thomas,CB,Oklahoma,6 ft 0 in,186,4.64,38,4,124,6.28,3.94,,,,0,,
2018ChadThom,2018,Chad Thomas,DE,Miami (FL),6 ft 6 in,281,4.92,29,,116,,,,,,0,,
2018Ian Thom,2018,Ian Thomas,TE,Indiana,6 ft 4 in,259,4.74,36,,123,7.15,4.2,,,,0,,
2018JordThom,2018,Jordan Thomas,TE,Mississippi State,6 ft 5 in,265,4.74,27,16,111,7.5,4.75,,,,0,,
2018MattThom,2018,Matthew Thomas,OLB,Florida State,6 ft 3 in,232,4.58,41.5,,131,6.85,4.28,,,,0,,
2018Roc Thom,2018,Roc Thomas,RB,Jacksonville State,5 ft 10 in,198,4.56,35.5,16,125,,,,,,0,,
2018TrenThom,2018,Trenton Thompson,DT,Georgia,6 ft 4 in,288,5.06,32.5,,111,7.68,4.56,,,,0,,
2018HenrToli,2018,Henre Toliver,CB,Arkansas,6 ft 1 in,185,4.63,32.5,6,117,7.01,4.15,,,,0,,
2018KeviToli,2018,Kevin Toliver,CB,LSU,6 ft 3 in,204,,33,10,120,,,,,,0,,
2018BretToth,2018,Brett Toth,OT,Army,6 ft 6 in,291,,,,,,,,,,0,,
2018JohnTown,2018,Johnny Townsend,P,Florida,6 ft 1 in,210,,,,,,,,,,0,,
2018ShanTrip,2018,Shane Tripucka,P,Texas A&M,6 ft 3 in,211,,,,,,,,,,0,,
2018SaleUhat,2018,Salesi Uhatafe,OG,Utah,6 ft 5 in,310,5.4,28,,109,7.7,4.9,,,,0,,
2018MarqVald,2018,Marquez Valdes-Scantling,WR,South Florida,6 ft 4 in,206,4.37,30.5,15,124,,,,,,0,,
2018VitaVea,2018,Vita Vea,DT,Washington,6 ft 4 in,347,5.1,,41,,,,,,,0,,
2018AzeeVict,2018,Azeem Victor,ILB,Washington,6 ft 1 in,240,4.72,32.5,19,115,7.2,4.4,,,,0,,
2018DmonWade,2018,Dmontre Wade,CB,Murray State,6 ft 0 in,200,4.57,35.5,15,120,,4.4,,,,0,,
2018AkruWadl,2018,Akrum Wadley,RB,Iowa,5 ft 10 in,194,4.54,32,12,,,,,,,0,,
2018TreyWalk,2018,Trey Walker,S,Louisiana-Lafayette,6 ft 2 in,200,4.51,33,14,119,7,4.28,,,,0,,
2018LeviWall,2018,Levi Wallace,CB,Alabama,6 ft 0 in,183,4.63,33,,,,,,,,0,,
2018MarkWalt,2018,Mark Walton,RB,Miami (FL),5 ft 10 in,202,4.6,31.5,18,118,,,,,,0,,
2018DenzWard,2018,Denzel Ward,CB,Ohio State,5 ft 10 in,183,4.32,39,16,136,,,,,,0,,
2018FredWarn,2018,Fred Warner,OLB,BYU,6 ft 3 in,236,4.64,38.5,21,119,6.9,4.28,,,,0,,
2018ChriWarr,2018,Chris Warren,RB,Texas,6 ft 2 in,247,4.69,33,25,121,6.98,4.18,,,,0,,
2018JameWash,2018,James Washington,WR,Oklahoma State,5 ft 11 in,213,4.54,34.5,14,120,7.11,4.32,,,,0,,
2018ArmaWatt,2018,Armani Watts,S,Texas A&M,5 ft 11 in,205,,35,13,120,7.25,4.37,,,,0,,
2018JestWeah,2018,Jester Weah,WR,Pittsburgh,6 ft 2 in,211,4.43,38,15,129,7.24,4.41,,,,0,,
2018TobyWeat,2018,Toby Weathersby,OT,LSU,6 ft 4 in,317,5.34,24.5,28,106,8.55,5.38,,,,0,,
2018DamoWebb,2018,Damon Webb,S,Ohio State,5 ft 11 in,195,4.62,,17,,,,,,,0,,
2018DaviWell,2018,David Wells,TE,San Diego State,6 ft 6 in,256,4.75,33,20,116,7.5,4.59,,,,0,,
2018SeanWels,2018,Sean Welsh,C,Iowa,6 ft 3 in,306,5.43,25,20,103,7.9,4.81,,,,0,,
2018KaraWhit,2018,Karaun White,WR,West Virginia,6 ft 1 in,206,4.52,33.5,24,118,7.16,4.57,,,,0,,
2018KyziWhit,2018,Kyzir White,S,West Virginia,6 ft 2 in,216,,35.5,21,113,,,,,,0,,
2018MikeWhit,2018,Mike White,QB,Western Kentucky,6 ft 5 in,224,5.09,27,,96,7.4,4.4,,,,0,,
2018JordWhit,2018,Jordan Whitehead,S,Pittsburgh,5 ft 11 in,195,,,21,,,,,,,0,,
2018JojoWick,2018,Jojo Wicker,DE,Arizona State,6 ft 3 in,296,5.16,30,25,105,,,,,,0,,
2018JakeWien,2018,Jake Wieneke,WR,South Dakota State,6 ft 4 in,221,4.67,34,9,114,7.24,4.37,,,,0,,
2018JordWilk,2018,Jordan Wilkins,RB,Mississippi,6 ft 1 in,216,,36,16,117,,4.27,,,,0,,
2018ConnWill,2018,Connor Williams,OT,Texas,6 ft 5 in,296,5.05,34,26,112,7.83,4.63,,,,0,,
2018DarrWill,2018,Darrel Williams,RB,LSU,6 ft 0 in,225,4.72,32,22,109,,4.21,,,,0,,
2018EddyWils,2018,Eddy Wilson,DT,Purdue,6 ft 4 in,301,5.37,,26,96,,,,,,0,,
2018CedrWils,2018,Cedrick Wilson,WR,Boise State,6 ft 2 in,197,4.55,37,9,121,6.89,4.23,,,,0,,
2018JeffWils,2018,Jeff Wilson,RB,North Texas,5 ft 11 in,210,,,15,,,,,,,0,,
2018JavoWims,2018,Javon Wims,WR,Georgia,6 ft 3 in,215,4.53,33.5,,113,7,,,,,0,,
2018AnthWinb,2018,Anthony Winbush,EDGE,Ball State,6 ft 1 in,249,,,25,110,,,,,,0,,
2018RyanWins,2018,Ryan Winslow,P,Pittsburgh,6 ft 5 in,217,,,,,,,,,,0,,
2018LogaWood,2018,Logan Woodside,QB,Toledo,6 ft 1 in,213,4.79,31.5,,103,6.94,4.15,,,,0,,
2018ChriWorl,2018,Chris Worley,ILB,Ohio State,6 ft 2 in,238,4.86,29.5,15,,,,,,,0,,
2018IsaiWynn,2018,Isaiah Wynn,OG,Georgia,6 ft 3 in,313,,,,,,,,,,0,,
2018IsaaYiad,2018,Isaac Yiadom,CB,Boston Col.,6 ft 1 in,190,4.52,,8,120,,4.18,,,,0,,
2018KennYoun,2018,Kenny Young,ILB,UCLA,6 ft 1 in,236,4.6,36,23,117,7.38,4.48,,,,0,,
2018TrevYoun,2018,Trevon Young,EDGE,Louisville,6 ft 4 in,258,4.78,33,25,114,6.99,4.4,,,,0,,
2019JohnAbra,2019,Johnathan Abram,S,Mississippi State,5 ft 11 in,205,4.45,,,116,,,,,,0,,
2019PaulAdam,2019,Paul Adams,OT,Missouri,6 ft 6 in,317,5.18,27,16,103,7.68,4.74,,,,0,,
2019NasiAdde,2019,Nasir Adderley,S,Delaware,6 ft 0 in,206,,,,,,,,,,0,,
2019AzeeAl-S,2019,Azeez Al-Shaair,LB,Florida Atlantic,6 ft 1 in,234,,,16,,,,,,,0,,
2019OtarAlak,2019,Otaro Alaka,LB,Texas A&M,6 ft 3 in,239,4.82,36,20,131,,,,,,0,,
2019DakoAlle,2019,Dakota Allen,LB,Texas Tech,6 ft 1 in,232,4.77,31.5,23,116,6.88,4.04,,,,0,,
2019JoshAlle,2019,Josh Allen,EDGE,Kentucky,6 ft 5 in,262,4.63,,28,118,7.15,4.23,,,,0,,
2019ZachAlle,2019,Zach Allen,DL,Boston Col.,6 ft 4 in,281,5,32,24,112,7.34,4.36,,,,0,,
2019BrysAlle,2019,Bryson Allen-Williams,LB,South Carolina,6 ft 1 in,236,4.88,,14,,7.4,,,,,0,,
2019JeffAlli,2019,Jeff Allison,LB,Fresno State,5 ft 11 in,228,4.82,31,12,115,7.2,4.45,,,,0,,
2019Ugo Amad,2019,Ugo Amadi,S,Oregon,5 ft 9 in,199,4.51,32.5,18,115,7.21,4.19,,,,0,,
2019RodnAnde,2019,Rodney Anderson,RB,Oklahoma,6 ft 0 in,224,,,25,,,,,,,0,,
2019J.J.Arce,2019,J.J. Arcega-Whiteside,WR,Stanford,6 ft 2 in,225,,,,,,,,,,0,,
2019RyquArms,2019,Ryquell Armstead,RB,Temple,5 ft 11 in,220,4.45,30,22,114,7.02,4.29,,,,0,,
2019BlesAust,2019,Blessuan Austin,CB,Rutgers,6 ft 1 in,198,,,15,,,,,,,0,,
2019JakeBail,2019,Jake Bailey,P,Stanford,6 ft 1 in,200,4.72,33,,117,,,,,,0,,
